"type","age","simulation","node","exist","N_nodes"
"consensus",4,10,64,41,TRUE
"consensus",4,10,65,41,TRUE
"consensus",4,10,66,41,FALSE
"consensus",4,10,67,41,TRUE
"consensus",4,10,68,41,TRUE
"consensus",4,10,73,41,TRUE
"consensus",4,10,74,41,TRUE
"consensus",4,10,75,41,TRUE
"consensus",4,10,76,41,TRUE
"consensus",4,10,77,41,TRUE
"consensus",4,10,78,41,TRUE
"consensus",4,10,79,41,TRUE
"consensus",4,10,80,41,TRUE
"consensus",4,10,81,41,TRUE
"consensus",4,10,82,41,TRUE
"consensus",4,10,83,41,TRUE
"consensus",4,10,84,41,TRUE
"consensus",4,10,85,41,TRUE
"consensus",5,10,51,41,TRUE
"consensus",5,10,52,41,TRUE
"consensus",5,10,53,41,TRUE
"consensus",5,10,54,41,TRUE
"consensus",5,10,55,41,TRUE
"consensus",5,10,56,41,TRUE
"consensus",5,10,57,41,TRUE
"consensus",5,10,58,41,TRUE
"consensus",5,10,59,41,TRUE
"consensus",5,10,60,41,TRUE
"consensus",5,10,61,41,TRUE
"consensus",5,10,63,41,TRUE
"consensus",5,10,64,41,TRUE
"consensus",5,10,65,41,FALSE
"consensus",5,10,66,41,TRUE
"consensus",5,10,67,41,TRUE
"consensus",5,10,72,41,TRUE
"consensus",5,10,73,41,TRUE
"consensus",5,10,74,41,TRUE
"consensus",5,10,75,41,TRUE
"consensus",5,10,76,41,TRUE
"consensus",5,10,77,41,TRUE
"consensus",5,10,78,41,TRUE
"consensus",5,10,79,41,TRUE
"consensus",5,10,80,41,TRUE
"consensus",5,10,81,41,TRUE
"consensus",5,10,82,41,TRUE
"consensus",5,10,83,41,TRUE
"consensus",5,10,84,41,TRUE
"consensus",5,10,85,41,FALSE
"consensus",6,10,51,38,TRUE
"consensus",6,10,52,38,TRUE
"consensus",6,10,53,38,TRUE
"consensus",6,10,54,38,FALSE
"consensus",6,10,55,38,FALSE
"consensus",6,10,56,38,TRUE
"consensus",6,10,57,38,TRUE
"consensus",6,10,58,38,TRUE
"consensus",6,10,63,38,TRUE
"consensus",6,10,64,38,TRUE
"consensus",6,10,65,38,TRUE
"consensus",6,10,66,38,TRUE
"consensus",6,10,67,38,TRUE
"consensus",6,10,68,38,TRUE
"consensus",6,10,69,38,TRUE
"consensus",6,10,71,38,TRUE
"consensus",6,10,72,38,TRUE
"consensus",6,10,73,38,TRUE
"consensus",6,10,74,38,TRUE
"consensus",6,10,75,38,TRUE
"consensus",6,10,76,38,TRUE
"consensus",6,10,77,38,TRUE
"consensus",6,10,78,38,FALSE
"consensus",6,10,79,38,TRUE
"consensus",6,10,80,38,TRUE
"consensus",6,10,81,38,TRUE
"consensus",6,10,82,38,FALSE
"consensus",7,10,51,35,TRUE
"consensus",7,10,52,35,TRUE
"consensus",7,10,53,35,TRUE
"consensus",7,10,54,35,TRUE
"consensus",7,10,55,35,TRUE
"consensus",7,10,56,35,TRUE
"consensus",7,10,57,35,TRUE
"consensus",7,10,58,35,FALSE
"consensus",7,10,59,35,TRUE
"consensus",7,10,60,35,TRUE
"consensus",7,10,62,35,TRUE
"consensus",7,10,63,35,FALSE
"consensus",7,10,64,35,TRUE
"consensus",7,10,65,35,TRUE
