"node","tree_age","tree_simulation_number","prob_mean","prob_inf","prob_sup"
52,16,36,0,0,0.023
52,5,40,0,0,0.023
52,12,38,0,0,0.023
52,8,32,0,0,0.023
75,9,39,0,0,0.023
56,17,29,0.01,0.002,0.039
66,4,34,0.14,0.097,0.198
73,15,3,0,0,0.023
75,10,39,0,0,0.023
52,14,27,0,0,0.023
52,10,32,0,0,0.023
52,5,28,0,0,0.023
56,2,29,0.22,0.166,0.285
52,3,35,0.87,0.814,0.912
53,9,25,0.81,0.747,0.861
52,11,32,0,0,0.023
71,9,4,0,0,0.023
96,14,30,0,0,0.023
55,12,31,0,0,0.023
63,7,33,0,0,0.023
66,15,37,0,0,0.023
52,6,40,0.02,0.006,0.054
52,17,36,0,0,0.023
52,6,27,0.005,0,0.032
52,13,38,0,0,0.023
52,9,32,0,0,0.023
66,5,34,0,0,0.023
52,6,28,0.02,0.006,0.054
52,15,27,0,0,0.023
73,16,3,0,0,0.023
71,1,4,0.88,0.825,0.92
75,11,39,0,0,0.023
56,3,29,0.365,0.299,0.436
52,12,32,0,0,0.023
52,4,35,0.105,0.068,0.158
52,7,27,0.005,0,0.032
52,7,28,0.135,0.092,0.192
56,1,26,0.045,0.022,0.086
55,13,31,0,0,0.023
96,15,30,0,0,0.023
66,6,34,0,0,0.023
75,12,39,0,0,0.023
63,8,33,0,0,0.023
66,16,37,0,0,0.023
56,4,29,0.27,0.211,0.338
52,7,40,0,0,0.023
52,13,32,0,0,0.023
52,1,40,1,0.977,1
52,14,38,0,0,0.023
52,5,35,0,0,0.023
71,10,4,0,0,0.023
63,1,33,1,0.977,1
73,17,3,0,0,0.023
52,2,36,0.985,0.953,0.996
52,8,28,0,0,0.023
66,7,34,0,0,0.023
52,8,27,0,0,0.023
56,5,29,0.4,0.332,0.472
52,14,32,0,0,0.023
75,13,39,0,0,0.023
56,10,26,0,0,0.023
55,14,31,0,0,0.023
52,6,35,0.015,0.004,0.047
96,16,30,0,0,0.023
63,9,33,0,0,0.023
52,9,28,0.175,0.126,0.236
52,8,40,0,0,0.023
52,10,40,0,0,0.023
73,2,3,1,0.977,1
52,3,36,0.965,0.926,0.985
66,8,34,0,0,0.023
66,17,37,0,0,0.023
52,15,38,0,0,0.023
52,9,27,0,0,0.023
63,10,33,0,0,0.023
52,15,32,0,0,0.023
56,6,29,0.025,0.009,0.061
75,14,39,0,0,0.023
71,11,4,0,0,0.023
55,15,31,0,0,0.023
52,7,35,0.015,0.004,0.047
52,4,36,0,0,0.023
66,9,34,0,0,0.023
73,3,3,1,0.977,1
56,1,29,0.87,0.814,0.912
52,1,28,0.98,0.946,0.994
56,11,26,0,0,0.023
52,9,40,0,0,0.023
75,15,39,0,0,0.023
52,11,40,0,0,0.023
52,16,32,0,0,0.023
56,7,29,0.01,0.002,0.039
96,17,30,0,0,0.023
55,16,31,0,0,0.023
66,2,37,0.98,0.946,0.994
66,1,34,1,0.977,1
52,5,36,0,0,0.023
52,16,38,0,0,0.023
63,11,33,0,0,0.023
56,10,29,0.02,0.006,0.054
71,12,4,0,0,0.023
52,10,28,0.005,0,0.032
52,12,40,0,0,0.023
75,16,39,0,0,0.023
52,17,32,0,0,0.023
52,8,35,0,0,0.023
73,4,3,0.835,0.775,0.882
56,8,29,0.01,0.002,0.039
55,17,31,0,0,0.023
52,1,35,1,0.977,1
96,2,30,0.62,0.549,0.687
52,6,36,0,0,0.023
56,11,29,0,0,0.023
52,11,28,0,0,0.023
56,12,26,0,0,0.023
75,17,39,0,0,0.023
52,1,41,1,0.977,1
52,13,40,0,0,0.023
66,10,34,0,0,0.023
66,3,37,0.895,0.842,0.932
52,2,32,0.17,0.122,0.231
63,12,33,0,0,0.023
52,17,38,0,0,0.023
73,5,3,0.09,0.056,0.141
71,13,4,0,0,0.023
55,2,31,1,0.977,1
56,9,29,0.015,0.004,0.047
52,9,35,0,0,0.023
52,12,28,0,0,0.023
52,7,36,0,0,0.023
52,14,40,0,0,0.023
52,10,35,0,0,0.023
75,2,39,0.98,0.946,0.994
96,3,30,0.275,0.216,0.343
73,6,3,0.02,0.006,0.054
56,13,26,0,0,0.023
55,3,31,1,0.977,1
66,11,34,0,0,0.023
52,10,41,0,0,0.023
71,14,4,0,0,0.023
66,4,37,0.03,0.012,0.067
63,13,33,0,0,0.023
52,13,28,0,0,0.023
52,15,40,0,0,0.023
73,1,3,1,0.977,1
52,2,38,0.665,0.594,0.729
75,3,39,0.2,0.148,0.264
52,8,36,0,0,0.023
73,7,3,0,0,0.023
55,4,31,1,0.977,1
52,11,35,0,0,0.023
71,15,4,0,0,0.023
96,4,30,0.005,0,0.032
52,1,36,0.96,0.92,0.981
56,14,26,0,0,0.023
66,12,34,0,0,0.023
52,11,41,0.005,0,0.032
66,5,37,0.085,0.052,0.135
63,14,33,0,0,0.023
73,8,3,0,0,0.023
52,9,36,0,0,0.023
71,16,4,0,0,0.023
52,10,36,0,0,0.023
96,5,30,0.01,0.002,0.039
52,3,38,1,0.977,1
66,6,37,0.005,0,0.032
52,12,35,0,0,0.023
66,13,34,0,0,0.023
56,15,26,0,0,0.023
52,12,41,0,0,0.023
71,17,4,0,0,0.023
63,15,33,0,0,0.023
96,6,30,0,0,0.023
66,7,37,0.02,0.006,0.054
52,4,38,0.885,0.831,0.924
66,14,34,0,0,0.023
56,16,26,0,0,0.023
52,13,41,0,0,0.023
63,16,33,0,0,0.023
56,17,26,0,0,0.023
52,5,38,0.905,0.853,0.94
