trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form,mean_root_age
2470,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2471,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2472,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2473,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2474,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2475,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2476,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2477,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2478,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2479,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2480,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2486,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2488,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2489,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2490,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2491,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2492,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2493,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2494,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2495,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2496,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2497,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2498,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2499,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2511,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2512,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2513,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2514,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2515,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2516,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2517,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2518,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2519,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2520,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2521,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2522,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2523,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2524,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2535,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2536,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2537,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2538,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2539,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2550,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2551,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2552,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2553,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2554,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2555,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2556,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2557,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2558,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2559,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2569,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2573,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2574,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2575,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2576,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2577,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2578,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2579,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2580,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2581,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2582,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2597,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2598,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2599,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2600,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2601,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2602,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2603,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2604,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2605,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2606,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2607,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2622,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2623,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2624,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2625,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2644,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2645,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2646,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2647,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2648,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2649,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2650,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2651,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2652,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2653,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2654,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2655,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2656,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2657,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2658,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2662,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2673,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2676,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2680,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2681,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2682,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2683,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2684,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2685,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2686,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2687,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2688,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2689,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2690,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2691,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2692,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2693,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2694,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2698,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2699,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2700,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2703,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2704,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2705,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2721,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2725,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2726,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2727,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2728,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2729,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2730,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2731,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2732,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2733,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2734,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2735,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2736,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2738,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2744,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2745,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2746,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2747,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2748,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2749,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2750,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2751,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2752,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2753,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2754,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2755,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2756,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2757,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2758,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2759,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2760,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2783,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2784,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2785,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2786,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2787,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2788,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2789,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2790,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2791,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2792,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2793,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2794,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2795,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2796,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2797,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2798,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2799,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2800,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2801,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2819,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2825,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2826,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2827,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2828,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2829,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2830,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2831,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2832,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2833,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2834,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2835,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2836,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2837,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2838,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2839,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2840,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2841,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2847,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2848,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2849,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2850,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2856,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2858,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2859,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2868,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2869,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2874,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2875,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2876,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2877,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2878,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2879,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2880,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2881,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2882,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2883,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2897,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2898,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2899,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2900,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2901,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2902,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2903,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2904,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2905,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2906,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2907,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2908,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2909,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2910,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2914,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2915,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2916,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2917,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2936,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2937,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2938,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2939,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2940,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2941,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2942,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2943,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2944,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2945,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2946,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2947,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2948,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2949,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2950,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2951,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2952,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2953,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2954,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2955,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2956,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2979,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2980,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2981,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2982,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2983,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2984,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2985,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2986,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2987,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2988,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2989,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2990,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2991,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2992,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2993,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
2994,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3025,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3026,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3027,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3028,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3029,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3030,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3031,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3032,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3033,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3034,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3035,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3036,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3037,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3038,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3039,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3040,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3041,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3042,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3043,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3044,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3045,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3046,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3047,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3048,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3049,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3050,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3051,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3052,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3053,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3054,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3055,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3056,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3057,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3058,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3059,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3060,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3061,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3062,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3063,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3064,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3065,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3066,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3068,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3081,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3082,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3083,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3084,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3085,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3086,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3087,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3088,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3089,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3090,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3091,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3092,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3093,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3094,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3095,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3096,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3097,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3099,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3100,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3112,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3113,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3114,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3115,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3116,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3117,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3118,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3119,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3120,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3121,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3122,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3123,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3124,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3125,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3126,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3127,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3128,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3139,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3140,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3141,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3142,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3143,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3144,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3145,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3146,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3147,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3148,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3149,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3150,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3151,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3152,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3153,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3154,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3155,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3156,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3173,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3177,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3178,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3179,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3180,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3181,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3182,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3183,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3184,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3185,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3186,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3187,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3188,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3189,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3190,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3191,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3192,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3202,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3204,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3205,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3206,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3207,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3208,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3209,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3210,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3211,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3212,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3213,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3214,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
3215,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
