trait,sens,mean_value,trait_num,max_value,ratio_value_max,n_traits,mean_outgroup
53,NA,NA,NA,NA,NA,NA,0.069
54,NA,NA,NA,NA,NA,NA,0.069
55,NA,NA,NA,NA,NA,NA,0.069
58,NA,NA,NA,NA,NA,NA,0.069
59,NA,NA,NA,NA,NA,NA,0.069
61,NA,NA,NA,NA,NA,NA,0.069
62,NA,NA,NA,NA,NA,NA,0.069
63,NA,NA,NA,NA,NA,NA,0.069
64,NA,NA,NA,NA,NA,NA,0.069
66,NA,NA,NA,NA,NA,NA,0.069
67,NA,NA,NA,NA,NA,NA,0.069
68,NA,NA,NA,NA,NA,NA,0.069
69,NA,NA,NA,NA,NA,NA,0.069
70,NA,NA,NA,NA,NA,NA,0.069
71,NA,NA,NA,NA,NA,NA,0.069
74,NA,NA,NA,NA,NA,NA,0.069
75,NA,NA,NA,NA,NA,NA,0.069
76,NA,NA,NA,NA,NA,NA,0.069
77,NA,NA,NA,NA,NA,NA,0.069
80,NA,NA,NA,NA,NA,NA,0.069
82,NA,NA,NA,NA,NA,NA,0.069
85,NA,NA,NA,NA,NA,NA,0.069
86,NA,NA,NA,NA,NA,NA,0.069
87,NA,NA,NA,NA,NA,NA,0.069
89,NA,NA,NA,NA,NA,NA,0.069
91,NA,NA,NA,NA,NA,NA,0.069
92,NA,NA,NA,NA,NA,NA,0.069
93,NA,NA,NA,NA,NA,NA,0.069
94,NA,NA,NA,NA,NA,NA,0.069
95,NA,NA,NA,NA,NA,NA,0.069
97,NA,NA,NA,NA,NA,NA,0.069
98,NA,NA,NA,NA,NA,NA,0.069
99,NA,NA,NA,NA,NA,NA,0.069
100,NA,NA,NA,NA,NA,NA,0.069
101,NA,NA,NA,NA,NA,NA,0.069
102,NA,NA,NA,NA,NA,NA,0.069
103,NA,NA,NA,NA,NA,NA,0.069
104,NA,NA,NA,NA,NA,NA,0.069
105,NA,NA,NA,NA,NA,NA,0.069
107,NA,NA,NA,NA,NA,NA,0.069
109,NA,NA,NA,NA,NA,NA,0.069
111,NA,NA,NA,NA,NA,NA,0.069
112,NA,NA,NA,NA,NA,NA,0.069
115,NA,NA,NA,NA,NA,NA,0.069
116,NA,NA,NA,NA,NA,NA,0.069
120,NA,NA,NA,NA,NA,NA,0.069
121,NA,NA,NA,NA,NA,NA,0.069
122,NA,NA,NA,NA,NA,NA,0.069
123,NA,NA,NA,NA,NA,NA,0.069
124,NA,NA,NA,NA,NA,NA,0.069
125,NA,NA,NA,NA,NA,NA,0.069
126,NA,NA,NA,NA,NA,NA,0.069
127,NA,NA,NA,NA,NA,NA,0.069
128,NA,NA,NA,NA,NA,NA,0.069
129,NA,NA,NA,NA,NA,NA,0.069
130,NA,NA,NA,NA,NA,NA,0.069
131,NA,NA,NA,NA,NA,NA,0.069
132,NA,NA,NA,NA,NA,NA,0.069
133,NA,NA,NA,NA,NA,NA,0.069
134,NA,NA,NA,NA,NA,NA,0.069
135,NA,NA,NA,NA,NA,NA,0.069
136,NA,NA,NA,NA,NA,NA,0.069
137,NA,NA,NA,NA,NA,NA,0.069
138,NA,NA,NA,NA,NA,NA,0.069
139,NA,NA,NA,NA,NA,NA,0.069
140,NA,NA,NA,NA,NA,NA,0.069
142,NA,NA,NA,NA,NA,NA,0.069
143,NA,NA,NA,NA,NA,NA,0.069
144,NA,NA,NA,NA,NA,NA,0.069
145,NA,NA,NA,NA,NA,NA,0.069
146,NA,NA,NA,NA,NA,NA,0.069
148,NA,NA,NA,NA,NA,NA,0.069
151,NA,NA,NA,NA,NA,NA,0.069
156,NA,NA,NA,NA,NA,NA,0.069
157,NA,NA,NA,NA,NA,NA,0.069
160,NA,NA,NA,NA,NA,NA,0.069
162,NA,NA,NA,NA,NA,NA,0.069
163,NA,NA,NA,NA,NA,NA,0.069
164,NA,NA,NA,NA,NA,NA,0.069
165,NA,NA,NA,NA,NA,NA,0.069
167,NA,NA,NA,NA,NA,NA,0.069
168,NA,NA,NA,NA,NA,NA,0.069
169,NA,NA,NA,NA,NA,NA,0.069
171,NA,NA,NA,NA,NA,NA,0.069
172,NA,NA,NA,NA,NA,NA,0.069
173,NA,NA,NA,NA,NA,NA,0.069
176,NA,NA,NA,NA,NA,NA,0.069
177,NA,NA,NA,NA,NA,NA,0.069
178,NA,NA,NA,NA,NA,NA,0.069
180,NA,NA,NA,NA,NA,NA,0.069
181,NA,NA,NA,NA,NA,NA,0.069
182,NA,NA,NA,NA,NA,NA,0.069
183,NA,NA,NA,NA,NA,NA,0.069
184,NA,NA,NA,NA,NA,NA,0.069
185,NA,NA,NA,NA,NA,NA,0.069
186,NA,NA,NA,NA,NA,NA,0.069
187,NA,NA,NA,NA,NA,NA,0.069
188,NA,NA,NA,NA,NA,NA,0.069
189,NA,NA,NA,NA,NA,NA,0.069
190,NA,NA,NA,NA,NA,NA,0.069
191,NA,NA,NA,NA,NA,NA,0.069
192,NA,NA,NA,NA,NA,NA,0.069
193,NA,NA,NA,NA,NA,NA,0.069
195,NA,NA,NA,NA,NA,NA,0.069
197,NA,NA,NA,NA,NA,NA,0.069
198,NA,NA,NA,NA,NA,NA,0.069
199,NA,NA,NA,NA,NA,NA,0.069
200,NA,NA,NA,NA,NA,NA,0.069
201,NA,NA,NA,NA,NA,NA,0.069
204,NA,NA,NA,NA,NA,NA,0.069
205,NA,NA,NA,NA,NA,NA,0.069
208,NA,NA,NA,NA,NA,NA,0.069
209,NA,NA,NA,NA,NA,NA,0.069
210,NA,NA,NA,NA,NA,NA,0.069
212,NA,NA,NA,NA,NA,NA,0.069
213,NA,NA,NA,NA,NA,NA,0.069
214,NA,NA,NA,NA,NA,NA,0.069
215,NA,NA,NA,NA,NA,NA,0.069
216,NA,NA,NA,NA,NA,NA,0.069
217,NA,NA,NA,NA,NA,NA,0.069
219,NA,NA,NA,NA,NA,NA,0.069
220,NA,NA,NA,NA,NA,NA,0.069
222,NA,NA,NA,NA,NA,NA,0.069
223,NA,NA,NA,NA,NA,NA,0.069
224,NA,NA,NA,NA,NA,NA,0.069
225,NA,NA,NA,NA,NA,NA,0.069
226,NA,NA,NA,NA,NA,NA,0.069
227,NA,NA,NA,NA,NA,NA,0.069
228,NA,NA,NA,NA,NA,NA,0.069
229,NA,NA,NA,NA,NA,NA,0.069
230,NA,NA,NA,NA,NA,NA,0.069
231,NA,NA,NA,NA,NA,NA,0.069
233,NA,NA,NA,NA,NA,NA,0.069
234,NA,NA,NA,NA,NA,NA,0.069
235,NA,NA,NA,NA,NA,NA,0.069
237,NA,NA,NA,NA,NA,NA,0.069
238,NA,NA,NA,NA,NA,NA,0.069
239,NA,NA,NA,NA,NA,NA,0.069
243,NA,NA,NA,NA,NA,NA,0.069
246,NA,NA,NA,NA,NA,NA,0.069
247,NA,NA,NA,NA,NA,NA,0.069
248,NA,NA,NA,NA,NA,NA,0.069
249,NA,NA,NA,NA,NA,NA,0.069
250,NA,NA,NA,NA,NA,NA,0.069
251,NA,NA,NA,NA,NA,NA,0.069
252,NA,NA,NA,NA,NA,NA,0.069
253,NA,NA,NA,NA,NA,NA,0.069
254,NA,NA,NA,NA,NA,NA,0.069
255,NA,NA,NA,NA,NA,NA,0.069
258,NA,NA,NA,NA,NA,NA,0.069
262,NA,NA,NA,NA,NA,NA,0.069
263,NA,NA,NA,NA,NA,NA,0.069
264,NA,NA,NA,NA,NA,NA,0.069
265,NA,NA,NA,NA,NA,NA,0.069
268,NA,NA,NA,NA,NA,NA,0.069
269,NA,NA,NA,NA,NA,NA,0.069
270,NA,NA,NA,NA,NA,NA,0.069
271,NA,NA,NA,NA,NA,NA,0.069
272,NA,NA,NA,NA,NA,NA,0.069
273,NA,NA,NA,NA,NA,NA,0.069
274,NA,NA,NA,NA,NA,NA,0.069
275,NA,NA,NA,NA,NA,NA,0.069
276,NA,NA,NA,NA,NA,NA,0.069
277,NA,NA,NA,NA,NA,NA,0.069
278,NA,NA,NA,NA,NA,NA,0.069
279,NA,NA,NA,NA,NA,NA,0.069
280,NA,NA,NA,NA,NA,NA,0.069
281,NA,NA,NA,NA,NA,NA,0.069
282,NA,NA,NA,NA,NA,NA,0.069
284,NA,NA,NA,NA,NA,NA,0.069
285,NA,NA,NA,NA,NA,NA,0.069
286,NA,NA,NA,NA,NA,NA,0.069
287,NA,NA,NA,NA,NA,NA,0.069
288,NA,NA,NA,NA,NA,NA,0.069
290,NA,NA,NA,NA,NA,NA,0.069
296,NA,NA,NA,NA,NA,NA,0.069
298,NA,NA,NA,NA,NA,NA,0.069
299,NA,NA,NA,NA,NA,NA,0.069
300,NA,NA,NA,NA,NA,NA,0.069
301,NA,NA,NA,NA,NA,NA,0.069
302,NA,NA,NA,NA,NA,NA,0.069
303,NA,NA,NA,NA,NA,NA,0.069
304,NA,NA,NA,NA,NA,NA,0.069
305,NA,NA,NA,NA,NA,NA,0.069
306,NA,NA,NA,NA,NA,NA,0.069
307,NA,NA,NA,NA,NA,NA,0.069
308,NA,NA,NA,NA,NA,NA,0.069
309,NA,NA,NA,NA,NA,NA,0.069
310,NA,NA,NA,NA,NA,NA,0.069
311,NA,NA,NA,NA,NA,NA,0.069
314,NA,NA,NA,NA,NA,NA,0.069
315,NA,NA,NA,NA,NA,NA,0.069
317,NA,NA,NA,NA,NA,NA,0.069
320,NA,NA,NA,NA,NA,NA,0.069
324,NA,NA,NA,NA,NA,NA,0.069
325,NA,NA,NA,NA,NA,NA,0.069
326,NA,NA,NA,NA,NA,NA,0.069
327,NA,NA,NA,NA,NA,NA,0.069
328,NA,NA,NA,NA,NA,NA,0.069
329,NA,NA,NA,NA,NA,NA,0.069
330,NA,NA,NA,NA,NA,NA,0.069
331,NA,NA,NA,NA,NA,NA,0.069
332,NA,NA,NA,NA,NA,NA,0.069
333,NA,NA,NA,NA,NA,NA,0.069
334,NA,NA,NA,NA,NA,NA,0.069
335,NA,NA,NA,NA,NA,NA,0.069
336,NA,NA,NA,NA,NA,NA,0.069
337,NA,NA,NA,NA,NA,NA,0.069
338,NA,NA,NA,NA,NA,NA,0.069
339,NA,NA,NA,NA,NA,NA,0.069
340,NA,NA,NA,NA,NA,NA,0.069
341,NA,NA,NA,NA,NA,NA,0.069
342,NA,NA,NA,NA,NA,NA,0.069
344,NA,NA,NA,NA,NA,NA,0.069
348,NA,NA,NA,NA,NA,NA,0.069
349,NA,NA,NA,NA,NA,NA,0.069
350,NA,NA,NA,NA,NA,NA,0.069
351,NA,NA,NA,NA,NA,NA,0.069
354,NA,NA,NA,NA,NA,NA,0.069
355,NA,NA,NA,NA,NA,NA,0.069
357,NA,NA,NA,NA,NA,NA,0.069
358,NA,NA,NA,NA,NA,NA,0.069
359,NA,NA,NA,NA,NA,NA,0.069
360,NA,NA,NA,NA,NA,NA,0.069
361,NA,NA,NA,NA,NA,NA,0.069
362,NA,NA,NA,NA,NA,NA,0.069
363,NA,NA,NA,NA,NA,NA,0.069
364,NA,NA,NA,NA,NA,NA,0.069
365,NA,NA,NA,NA,NA,NA,0.069
366,NA,NA,NA,NA,NA,NA,0.069
367,NA,NA,NA,NA,NA,NA,0.069
369,NA,NA,NA,NA,NA,NA,0.069
370,NA,NA,NA,NA,NA,NA,0.069
372,NA,NA,NA,NA,NA,NA,0.069
373,NA,NA,NA,NA,NA,NA,0.069
374,NA,NA,NA,NA,NA,NA,0.069
375,NA,NA,NA,NA,NA,NA,0.069
376,NA,NA,NA,NA,NA,NA,0.069
377,NA,NA,NA,NA,NA,NA,0.069
379,NA,NA,NA,NA,NA,NA,0.069
380,NA,NA,NA,NA,NA,NA,0.069
381,NA,NA,NA,NA,NA,NA,0.069
382,NA,NA,NA,NA,NA,NA,0.069
383,NA,NA,NA,NA,NA,NA,0.069
384,NA,NA,NA,NA,NA,NA,0.069
385,NA,NA,NA,NA,NA,NA,0.069
387,NA,NA,NA,NA,NA,NA,0.069
388,NA,NA,NA,NA,NA,NA,0.069
389,NA,NA,NA,NA,NA,NA,0.069
391,NA,NA,NA,NA,NA,NA,0.069
392,NA,NA,NA,NA,NA,NA,0.069
397,NA,NA,NA,NA,NA,NA,0.069
399,NA,NA,NA,NA,NA,NA,0.069
400,NA,NA,NA,NA,NA,NA,0.069
402,NA,NA,NA,NA,NA,NA,0.069
403,NA,NA,NA,NA,NA,NA,0.069
404,NA,NA,NA,NA,NA,NA,0.069
405,NA,NA,NA,NA,NA,NA,0.069
406,NA,NA,NA,NA,NA,NA,0.069
407,NA,NA,NA,NA,NA,NA,0.069
408,NA,NA,NA,NA,NA,NA,0.069
409,NA,NA,NA,NA,NA,NA,0.069
410,NA,NA,NA,NA,NA,NA,0.069
413,NA,NA,NA,NA,NA,NA,0.069
415,NA,NA,NA,NA,NA,NA,0.069
418,NA,NA,NA,NA,NA,NA,0.069
419,NA,NA,NA,NA,NA,NA,0.069
420,NA,NA,NA,NA,NA,NA,0.069
421,NA,NA,NA,NA,NA,NA,0.069
423,NA,NA,NA,NA,NA,NA,0.069
424,NA,NA,NA,NA,NA,NA,0.069
425,NA,NA,NA,NA,NA,NA,0.069
426,NA,NA,NA,NA,NA,NA,0.069
427,NA,NA,NA,NA,NA,NA,0.069
428,NA,NA,NA,NA,NA,NA,0.069
429,NA,NA,NA,NA,NA,NA,0.069
430,NA,NA,NA,NA,NA,NA,0.069
431,NA,NA,NA,NA,NA,NA,0.069
432,NA,NA,NA,NA,NA,NA,0.069
433,NA,NA,NA,NA,NA,NA,0.069
436,NA,NA,NA,NA,NA,NA,0.069
438,NA,NA,NA,NA,NA,NA,0.069
439,NA,NA,NA,NA,NA,NA,0.069
440,NA,NA,NA,NA,NA,NA,0.069
442,NA,NA,NA,NA,NA,NA,0.069
443,NA,NA,NA,NA,NA,NA,0.069
444,NA,NA,NA,NA,NA,NA,0.069
446,NA,NA,NA,NA,NA,NA,0.069
448,NA,NA,NA,NA,NA,NA,0.069
450,NA,NA,NA,NA,NA,NA,0.069
452,NA,NA,NA,NA,NA,NA,0.069
453,NA,NA,NA,NA,NA,NA,0.069
454,NA,NA,NA,NA,NA,NA,0.069
455,NA,NA,NA,NA,NA,NA,0.069
456,NA,NA,NA,NA,NA,NA,0.069
457,NA,NA,NA,NA,NA,NA,0.069
458,NA,NA,NA,NA,NA,NA,0.069
460,NA,NA,NA,NA,NA,NA,0.069
462,NA,NA,NA,NA,NA,NA,0.069
463,NA,NA,NA,NA,NA,NA,0.069
464,NA,NA,NA,NA,NA,NA,0.069
465,NA,NA,NA,NA,NA,NA,0.069
466,NA,NA,NA,NA,NA,NA,0.069
467,NA,NA,NA,NA,NA,NA,0.069
468,NA,NA,NA,NA,NA,NA,0.069
469,NA,NA,NA,NA,NA,NA,0.069
471,NA,NA,NA,NA,NA,NA,0.069
472,NA,NA,NA,NA,NA,NA,0.069
474,NA,NA,NA,NA,NA,NA,0.069
475,NA,NA,NA,NA,NA,NA,0.069
476,NA,NA,NA,NA,NA,NA,0.069
479,NA,NA,NA,NA,NA,NA,0.069
480,NA,NA,NA,NA,NA,NA,0.069
481,NA,NA,NA,NA,NA,NA,0.069
482,NA,NA,NA,NA,NA,NA,0.069
484,NA,NA,NA,NA,NA,NA,0.069
485,NA,NA,NA,NA,NA,NA,0.069
486,NA,NA,NA,NA,NA,NA,0.069
488,NA,NA,NA,NA,NA,NA,0.069
491,NA,NA,NA,NA,NA,NA,0.069
492,NA,NA,NA,NA,NA,NA,0.069
493,NA,NA,NA,NA,NA,NA,0.069
494,NA,NA,NA,NA,NA,NA,0.069
495,NA,NA,NA,NA,NA,NA,0.069
496,NA,NA,NA,NA,NA,NA,0.069
498,NA,NA,NA,NA,NA,NA,0.069
499,NA,NA,NA,NA,NA,NA,0.069
500,NA,NA,NA,NA,NA,NA,0.069
501,NA,NA,NA,NA,NA,NA,0.069
502,NA,NA,NA,NA,NA,NA,0.069
503,NA,NA,NA,NA,NA,NA,0.069
504,NA,NA,NA,NA,NA,NA,0.069
505,NA,NA,NA,NA,NA,NA,0.069
506,NA,NA,NA,NA,NA,NA,0.069
508,NA,NA,NA,NA,NA,NA,0.069
509,NA,NA,NA,NA,NA,NA,0.069
511,NA,NA,NA,NA,NA,NA,0.069
513,NA,NA,NA,NA,NA,NA,0.069
514,NA,NA,NA,NA,NA,NA,0.069
516,NA,NA,NA,NA,NA,NA,0.069
518,NA,NA,NA,NA,NA,NA,0.069
519,NA,NA,NA,NA,NA,NA,0.069
520,NA,NA,NA,NA,NA,NA,0.069
521,NA,NA,NA,NA,NA,NA,0.069
522,NA,NA,NA,NA,NA,NA,0.069
523,NA,NA,NA,NA,NA,NA,0.069
524,NA,NA,NA,NA,NA,NA,0.069
525,NA,NA,NA,NA,NA,NA,0.069
526,NA,NA,NA,NA,NA,NA,0.069
527,NA,NA,NA,NA,NA,NA,0.069
528,NA,NA,NA,NA,NA,NA,0.069
529,NA,NA,NA,NA,NA,NA,0.069
530,NA,NA,NA,NA,NA,NA,0.069
531,NA,NA,NA,NA,NA,NA,0.069
532,NA,NA,NA,NA,NA,NA,0.069
533,NA,NA,NA,NA,NA,NA,0.069
534,NA,NA,NA,NA,NA,NA,0.069
539,NA,NA,NA,NA,NA,NA,0.069
540,NA,NA,NA,NA,NA,NA,0.069
541,NA,NA,NA,NA,NA,NA,0.069
542,NA,NA,NA,NA,NA,NA,0.069
543,NA,NA,NA,NA,NA,NA,0.069
544,NA,NA,NA,NA,NA,NA,0.069
546,NA,NA,NA,NA,NA,NA,0.069
547,NA,NA,NA,NA,NA,NA,0.069
548,NA,NA,NA,NA,NA,NA,0.069
549,NA,NA,NA,NA,NA,NA,0.069
550,NA,NA,NA,NA,NA,NA,0.069
552,NA,NA,NA,NA,NA,NA,0.069
553,NA,NA,NA,NA,NA,NA,0.069
554,NA,NA,NA,NA,NA,NA,0.069
555,NA,NA,NA,NA,NA,NA,0.069
556,NA,NA,NA,NA,NA,NA,0.069
557,NA,NA,NA,NA,NA,NA,0.069
558,NA,NA,NA,NA,NA,NA,0.069
559,NA,NA,NA,NA,NA,NA,0.069
560,NA,NA,NA,NA,NA,NA,0.069
562,NA,NA,NA,NA,NA,NA,0.069
563,NA,NA,NA,NA,NA,NA,0.069
564,NA,NA,NA,NA,NA,NA,0.069
565,NA,NA,NA,NA,NA,NA,0.069
566,NA,NA,NA,NA,NA,NA,0.069
567,NA,NA,NA,NA,NA,NA,0.069
569,NA,NA,NA,NA,NA,NA,0.069
571,NA,NA,NA,NA,NA,NA,0.069
572,NA,NA,NA,NA,NA,NA,0.069
573,NA,NA,NA,NA,NA,NA,0.069
574,NA,NA,NA,NA,NA,NA,0.069
575,NA,NA,NA,NA,NA,NA,0.069
576,NA,NA,NA,NA,NA,NA,0.069
577,NA,NA,NA,NA,NA,NA,0.069
579,NA,NA,NA,NA,NA,NA,0.069
580,NA,NA,NA,NA,NA,NA,0.069
581,NA,NA,NA,NA,NA,NA,0.069
582,NA,NA,NA,NA,NA,NA,0.069
583,NA,NA,NA,NA,NA,NA,0.069
586,NA,NA,NA,NA,NA,NA,0.069
587,NA,NA,NA,NA,NA,NA,0.069
588,NA,NA,NA,NA,NA,NA,0.069
589,NA,NA,NA,NA,NA,NA,0.069
593,NA,NA,NA,NA,NA,NA,0.069
594,NA,NA,NA,NA,NA,NA,0.069
595,NA,NA,NA,NA,NA,NA,0.069
596,NA,NA,NA,NA,NA,NA,0.069
597,NA,NA,NA,NA,NA,NA,0.069
598,NA,NA,NA,NA,NA,NA,0.069
599,NA,NA,NA,NA,NA,NA,0.069
600,NA,NA,NA,NA,NA,NA,0.069
601,NA,NA,NA,NA,NA,NA,0.069
602,NA,NA,NA,NA,NA,NA,0.069
603,NA,NA,NA,NA,NA,NA,0.069
604,NA,NA,NA,NA,NA,NA,0.069
605,NA,NA,NA,NA,NA,NA,0.069
606,NA,NA,NA,NA,NA,NA,0.069
607,NA,NA,NA,NA,NA,NA,0.069
608,NA,NA,NA,NA,NA,NA,0.069
609,NA,NA,NA,NA,NA,NA,0.069
610,NA,NA,NA,NA,NA,NA,0.069
611,NA,NA,NA,NA,NA,NA,0.069
612,NA,NA,NA,NA,NA,NA,0.069
613,NA,NA,NA,NA,NA,NA,0.069
614,NA,NA,NA,NA,NA,NA,0.069
615,NA,NA,NA,NA,NA,NA,0.069
618,NA,NA,NA,NA,NA,NA,0.069
619,NA,NA,NA,NA,NA,NA,0.069
620,NA,NA,NA,NA,NA,NA,0.069
624,NA,NA,NA,NA,NA,NA,0.069
626,NA,NA,NA,NA,NA,NA,0.069
627,NA,NA,NA,NA,NA,NA,0.069
629,NA,NA,NA,NA,NA,NA,0.069
630,NA,NA,NA,NA,NA,NA,0.069
631,NA,NA,NA,NA,NA,NA,0.069
632,NA,NA,NA,NA,NA,NA,0.069
633,NA,NA,NA,NA,NA,NA,0.069
634,NA,NA,NA,NA,NA,NA,0.069
635,NA,NA,NA,NA,NA,NA,0.069
636,NA,NA,NA,NA,NA,NA,0.069
637,NA,NA,NA,NA,NA,NA,0.069
638,NA,NA,NA,NA,NA,NA,0.069
639,NA,NA,NA,NA,NA,NA,0.069
640,NA,NA,NA,NA,NA,NA,0.069
641,NA,NA,NA,NA,NA,NA,0.069
642,NA,NA,NA,NA,NA,NA,0.069
643,NA,NA,NA,NA,NA,NA,0.069
644,NA,NA,NA,NA,NA,NA,0.069
645,NA,NA,NA,NA,NA,NA,0.069
646,NA,NA,NA,NA,NA,NA,0.069
647,NA,NA,NA,NA,NA,NA,0.069
649,NA,NA,NA,NA,NA,NA,0.069
650,NA,NA,NA,NA,NA,NA,0.069
651,NA,NA,NA,NA,NA,NA,0.069
652,NA,NA,NA,NA,NA,NA,0.069
653,NA,NA,NA,NA,NA,NA,0.069
657,NA,NA,NA,NA,NA,NA,0.069
658,NA,NA,NA,NA,NA,NA,0.069
659,NA,NA,NA,NA,NA,NA,0.069
660,NA,NA,NA,NA,NA,NA,0.069
663,NA,NA,NA,NA,NA,NA,0.069
665,NA,NA,NA,NA,NA,NA,0.069
666,NA,NA,NA,NA,NA,NA,0.069
667,NA,NA,NA,NA,NA,NA,0.069
668,NA,NA,NA,NA,NA,NA,0.069
669,NA,NA,NA,NA,NA,NA,0.069
671,NA,NA,NA,NA,NA,NA,0.069
672,NA,NA,NA,NA,NA,NA,0.069
674,NA,NA,NA,NA,NA,NA,0.069
675,NA,NA,NA,NA,NA,NA,0.069
676,NA,NA,NA,NA,NA,NA,0.069
677,NA,NA,NA,NA,NA,NA,0.069
678,NA,NA,NA,NA,NA,NA,0.069
679,NA,NA,NA,NA,NA,NA,0.069
680,NA,NA,NA,NA,NA,NA,0.069
681,NA,NA,NA,NA,NA,NA,0.069
687,NA,NA,NA,NA,NA,NA,0.069
688,NA,NA,NA,NA,NA,NA,0.069
689,NA,NA,NA,NA,NA,NA,0.069
692,NA,NA,NA,NA,NA,NA,0.069
693,NA,NA,NA,NA,NA,NA,0.069
694,NA,NA,NA,NA,NA,NA,0.069
695,NA,NA,NA,NA,NA,NA,0.069
696,NA,NA,NA,NA,NA,NA,0.069
697,NA,NA,NA,NA,NA,NA,0.069
698,NA,NA,NA,NA,NA,NA,0.069
699,NA,NA,NA,NA,NA,NA,0.069
700,NA,NA,NA,NA,NA,NA,0.069
701,NA,NA,NA,NA,NA,NA,0.069
702,NA,NA,NA,NA,NA,NA,0.069
703,NA,NA,NA,NA,NA,NA,0.069
704,NA,NA,NA,NA,NA,NA,0.069
705,NA,NA,NA,NA,NA,NA,0.069
706,NA,NA,NA,NA,NA,NA,0.069
707,NA,NA,NA,NA,NA,NA,0.069
709,NA,NA,NA,NA,NA,NA,0.069
710,NA,NA,NA,NA,NA,NA,0.069
711,NA,NA,NA,NA,NA,NA,0.069
712,NA,NA,NA,NA,NA,NA,0.069
713,NA,NA,NA,NA,NA,NA,0.069
716,NA,NA,NA,NA,NA,NA,0.069
717,NA,NA,NA,NA,NA,NA,0.069
718,NA,NA,NA,NA,NA,NA,0.069
719,NA,NA,NA,NA,NA,NA,0.069
720,NA,NA,NA,NA,NA,NA,0.069
722,NA,NA,NA,NA,NA,NA,0.069
723,NA,NA,NA,NA,NA,NA,0.069
724,NA,NA,NA,NA,NA,NA,0.069
725,NA,NA,NA,NA,NA,NA,0.069
726,NA,NA,NA,NA,NA,NA,0.069
728,NA,NA,NA,NA,NA,NA,0.069
729,NA,NA,NA,NA,NA,NA,0.069
730,NA,NA,NA,NA,NA,NA,0.069
731,NA,NA,NA,NA,NA,NA,0.069
732,NA,NA,NA,NA,NA,NA,0.069
733,NA,NA,NA,NA,NA,NA,0.069
734,NA,NA,NA,NA,NA,NA,0.069
737,NA,NA,NA,NA,NA,NA,0.069
739,NA,NA,NA,NA,NA,NA,0.069
741,NA,NA,NA,NA,NA,NA,0.069
742,NA,NA,NA,NA,NA,NA,0.069
743,NA,NA,NA,NA,NA,NA,0.069
745,NA,NA,NA,NA,NA,NA,0.069
746,NA,NA,NA,NA,NA,NA,0.069
747,NA,NA,NA,NA,NA,NA,0.069
748,NA,NA,NA,NA,NA,NA,0.069
749,NA,NA,NA,NA,NA,NA,0.069
750,NA,NA,NA,NA,NA,NA,0.069
751,NA,NA,NA,NA,NA,NA,0.069
752,NA,NA,NA,NA,NA,NA,0.069
753,NA,NA,NA,NA,NA,NA,0.069
756,NA,NA,NA,NA,NA,NA,0.069
757,NA,NA,NA,NA,NA,NA,0.069
758,NA,NA,NA,NA,NA,NA,0.069
759,NA,NA,NA,NA,NA,NA,0.069
761,NA,NA,NA,NA,NA,NA,0.069
762,NA,NA,NA,NA,NA,NA,0.069
764,NA,NA,NA,NA,NA,NA,0.069
765,NA,NA,NA,NA,NA,NA,0.069
768,NA,NA,NA,NA,NA,NA,0.069
769,NA,NA,NA,NA,NA,NA,0.069
770,NA,NA,NA,NA,NA,NA,0.069
773,NA,NA,NA,NA,NA,NA,0.069
774,NA,NA,NA,NA,NA,NA,0.069
775,NA,NA,NA,NA,NA,NA,0.069
776,NA,NA,NA,NA,NA,NA,0.069
777,NA,NA,NA,NA,NA,NA,0.069
778,NA,NA,NA,NA,NA,NA,0.069
779,NA,NA,NA,NA,NA,NA,0.069
780,NA,NA,NA,NA,NA,NA,0.069
781,NA,NA,NA,NA,NA,NA,0.069
782,NA,NA,NA,NA,NA,NA,0.069
783,NA,NA,NA,NA,NA,NA,0.069
784,NA,NA,NA,NA,NA,NA,0.069
785,NA,NA,NA,NA,NA,NA,0.069
786,NA,NA,NA,NA,NA,NA,0.069
787,NA,NA,NA,NA,NA,NA,0.069
788,NA,NA,NA,NA,NA,NA,0.069
789,NA,NA,NA,NA,NA,NA,0.069
790,NA,NA,NA,NA,NA,NA,0.069
791,NA,NA,NA,NA,NA,NA,0.069
792,NA,NA,NA,NA,NA,NA,0.069
793,NA,NA,NA,NA,NA,NA,0.069
794,NA,NA,NA,NA,NA,NA,0.069
796,NA,NA,NA,NA,NA,NA,0.069
797,NA,NA,NA,NA,NA,NA,0.069
801,NA,NA,NA,NA,NA,NA,0.069
803,NA,NA,NA,NA,NA,NA,0.069
804,NA,NA,NA,NA,NA,NA,0.069
806,NA,NA,NA,NA,NA,NA,0.069
807,NA,NA,NA,NA,NA,NA,0.069
808,NA,NA,NA,NA,NA,NA,0.069
810,NA,NA,NA,NA,NA,NA,0.069
811,NA,NA,NA,NA,NA,NA,0.069
812,NA,NA,NA,NA,NA,NA,0.069
814,NA,NA,NA,NA,NA,NA,0.069
815,NA,NA,NA,NA,NA,NA,0.069
819,NA,NA,NA,NA,NA,NA,0.069
820,NA,NA,NA,NA,NA,NA,0.069
822,NA,NA,NA,NA,NA,NA,0.069
823,NA,NA,NA,NA,NA,NA,0.069
824,NA,NA,NA,NA,NA,NA,0.069
825,NA,NA,NA,NA,NA,NA,0.069
826,NA,NA,NA,NA,NA,NA,0.069
