trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form
2195,hunt,5.563,60,5.563,1,39,0,NA
2196,hunt,1.319,4527,5.563,0.237,39,0,*pleh₂-
2197,hunt,2.143,1498,5.563,0.385,39,0,*h₂eg̑-
2198,hunt,1.941,6773,5.563,0.349,39,0,NA
2199,hunt,1.941,2062,5.563,0.349,39,0,NA
2200,hunt,2.858,1860,5.563,0.514,39,0,*medʰ-
2201,hunt,2.606,603,5.563,0.468,39,0,NA
2202,hunt,0.117,9973,5.563,0.021,39,0,NA
2203,hunt,1.812,9188,5.563,0.326,39,0,NA
2205,hunt,3.802,8990,5.563,0.683,39,0,NA
2206,hunt,0.77,4937,5.563,0.138,39,0,NA
2207,hunt,2.778,4900,5.563,0.499,39,0,*g̑ʰu̯eh₁r-
2208,hunt,4.12,4524,5.563,0.741,39,0,NA
2209,hunt,0.757,3220,5.563,0.136,39,0,*kʷi̯eu̯-
2210,hunt,4.059,2722,5.563,0.73,39,0,*u̯enH-
2211,hunt,2.294,1349,5.563,0.412,39,0,NA
2212,hunt,0.759,420,5.563,0.136,39,0,NA
2228,ice,5.219,2741,6.489,0.804,31,0.067,*i̯eg̑-
2229,ice,5.521,1146,6.489,0.851,31,0.067,NA
2230,ice,4.349,245,6.489,0.67,31,0.067,NA
2231,ice,6.489,5932,6.489,1,31,0.067,NA
2232,ice,5.004,895,6.489,0.771,31,0.067,NA
2233,ice,3.17,1500,6.489,0.489,31,0.067,*peh₂g̑-
2234,ice,2.176,6560,6.489,0.335,31,0.067,*⁽g̑⁾el-
2235,ice,0.444,9873,6.489,0.068,31,0.067,NA
2236,ice,5.781,4547,6.489,0.891,31,0.067,NA
2237,ice,1.168,1021,6.489,0.18,31,0.067,NA
2238,ice,2.606,605,6.489,0.402,31,0.067,*k̑ers-
2239,ice,1.391,7953,6.489,0.214,31,0.067,NA
2240,ice,2.753,7310,6.489,0.424,31,0.067,NA
2242,ice,2.778,4901,6.489,0.428,31,0.067,NA
2243,ice,0.759,422,6.489,0.117,31,0.067,NA
2259,kill,7.578,3551,7.578,1,34,0.1,*gʷʰen-
2260,kill,6.26,788,7.578,0.826,34,0.1,*mer-
2261,kill,3.6,9446,7.578,0.475,34,0.1,*keh₂u̯-
2262,kill,2.474,2302,7.578,0.327,34,0.1,*gʷelH-
2263,kill,2.778,4902,7.578,0.367,34,0.1,*t⁽k̑⁾en-
2264,kill,2.745,1147,7.578,0.362,34,0.1,*bʰei̯H-
2265,kill,4.349,2305,7.578,0.574,34,0.1,*dʰeu̯-
2266,kill,2.957,1023,7.578,0.39,34,0.1,NA
2267,kill,4.804,2300,7.578,0.634,34,0.1,?*kh₂ei̯d-
2268,kill,3.161,1502,7.578,0.417,34,0.1,*s⁽k̑⁾eh₃-
2269,kill,2.176,897,7.578,0.287,34,0.1,NA
2270,kill,2.609,248,7.578,0.344,34,0.1,NA
2271,kill,1.544,1395,7.578,0.204,34,0.1,NA
2272,kill,2.606,606,7.578,0.344,34,0.1,NA
2273,kill,2.752,425,7.578,0.363,34,0.1,*reu̯H-
2274,kill,2.954,8206,7.578,0.39,34,0.1,NA
2275,kill,0.225,7756,7.578,0.03,34,0.1,*kelh₂-
2276,kill,2.094,4018,7.578,0.276,34,0.1,NA
2277,kill,4.522,3503,7.578,0.597,34,0.1,*h₃erg-
2278,kill,0.799,2301,7.578,0.105,34,0.1,NA
2293,knee,7.886,2456,7.886,1,17,0.2,*g̑enu-
2294,knee,5.487,2786,7.886,0.696,17,0.2,NA
2295,knee,0.757,7169,7.886,0.096,17,0.2,NA
2296,knee,2.036,4558,7.886,0.258,17,0.2,NA
2297,knee,1.835,2791,7.886,0.233,17,0.2,*h₂ost-
2310,know,6.88,2307,6.88,1,21,0.333,*u̯ei̯d-
2311,know,6.43,249,6.88,0.935,21,0.333,*g̑neh₃-
2312,know,5.004,2047,6.88,0.727,21,0.333,*sekH-
2313,know,2.948,898,6.88,0.429,21,0.333,*seh₁p-
2314,know,3.17,2524,6.88,0.461,21,0.333,*u̯reh₁-
2315,know,2.752,426,6.88,0.4,21,0.333,*dʰei̯H-
2316,know,2.753,6774,6.88,0.4,21,0.333,*gʷeh₂-
2317,know,2.664,5113,6.88,0.387,21,0.333,*kers-
2318,know,2.965,3547,6.88,0.431,21,0.333,*gʰrebh₂-
2331,lake,5.397,8246,5.521,0.978,36,0.067,*lek-
2332,lake,5.521,1148,5.521,1,36,0.067,*h₁eg̑ʰ-
2333,lake,5.339,7382,5.521,0.967,36,0.067,*sel-
2334,lake,4.485,1503,5.521,0.812,36,0.067,*lei̯-
2335,lake,0.757,3204,5.521,0.137,36,0.067,NA
2336,lake,4.349,1317,5.521,0.788,36,0.067,NA
2337,lake,2.963,4367,5.521,0.537,36,0.067,NA
2338,lake,1.551,2771,5.521,0.281,36,0.067,NA
2339,lake,2.035,2769,5.521,0.369,36,0.067,NA
2340,lake,1.057,250,5.521,0.192,36,0.067,*mor-i-
2341,lake,1.977,1370,5.521,0.358,36,0.067,*u̯ed-
2342,lake,3.802,2770,5.521,0.689,36,0.067,NA
2343,lake,2.606,607,5.521,0.472,36,0.067,NA
2344,lake,0.225,7757,5.521,0.041,36,0.067,NA
2345,lake,4.267,4030,5.521,0.773,36,0.067,NA
2367,laugh,6.606,68,6.807,0.97,17,0.1,NA
2368,laugh,5.301,1149,6.807,0.779,17,0.1,*smei̯-
2369,laugh,6.807,680,6.807,1,17,0.1,*g̑elh₂-
2370,laugh,5.004,900,6.807,0.735,17,0.1,NA
2371,laugh,4.349,251,6.807,0.639,17,0.1,NA
2372,laugh,6.26,789,6.807,0.92,17,0.1,NA
2373,laugh,2.957,1024,6.807,0.434,17,0.1,*su̯er-
2374,laugh,2.773,1718,6.807,0.407,17,0.1,*g̑ar-
2375,laugh,2.752,428,6.807,0.404,17,0.1,NA
2376,laugh,2.664,2778,6.807,0.391,17,0.1,*gʰer-
2384,leaf,5.327,252,5.39,0.988,23,0.071,*bʰleh₃-
2385,leaf,4.687,7386,5.39,0.87,23,0.071,*(s)per-
2386,leaf,3.494,790,5.39,0.648,23,0.071,*pet-
2387,leaf,2.858,5979,5.39,0.53,23,0.071,NA
2388,leaf,4.495,8247,5.39,0.834,23,0.071,NA
2389,leaf,2.745,1150,5.39,0.509,23,0.071,NA
2390,leaf,5.39,2001,5.39,1,23,0.071,NA
2391,leaf,5.219,1025,5.39,0.968,23,0.071,*dʰalh₁-
2392,leaf,4.349,1861,5.39,0.807,23,0.071,NA
2393,leaf,3.746,7383,5.39,0.695,23,0.071,NA
2394,leaf,2.606,608,5.39,0.484,23,0.071,NA
2395,leaf,1.749,9213,5.39,0.324,23,0.071,NA
2396,leaf,2.553,6565,5.39,0.474,23,0.071,NA
2397,leaf,0.759,3390,5.39,0.141,23,0.071,*gu̯osd- 
2407,left,5.302,2779,5.345,0.992,40,0.048,*(H)seu̯-
2408,left,4.642,1786,5.345,0.869,40,0.048,NA
2409,left,2.745,1151,5.345,0.514,40,0.048,*leh₂-
2410,left,4.349,1318,5.345,0.814,40,0.048,*u̯enH-
2411,left,5.345,7594,5.345,1,40,0.048,NA
2412,left,2.074,717,5.345,0.388,40,0.048,NA
2413,left,5.199,1026,5.345,0.973,40,0.048,*k̑lei̯-
2414,left,1.868,253,5.345,0.35,40,0.048,NA
2415,left,4.843,902,5.345,0.906,40,0.048,NA
2416,left,3.088,2782,5.345,0.578,40,0.048,NA
2417,left,3.172,2780,5.345,0.594,40,0.048,NA
2418,left,2.858,6679,5.345,0.535,40,0.048,NA
2419,left,2.805,1504,5.345,0.525,40,0.048,NA
2420,left,1.24,1396,5.345,0.232,40,0.048,NA
2421,left,2.606,609,5.345,0.488,40,0.048,NA
2422,left,2.141,7628,5.345,0.4,40,0.048,NA
2425,left,2.898,3315,5.345,0.542,40,0.048,*(h₁)ner-
2426,left,0.757,3287,5.345,0.142,40,0.048,NA
2427,left,1.51,2071,5.345,0.282,40,0.048,NA
2428,left,1.136,1907,5.345,0.213,40,0.048,NA
2429,left,0.759,430,5.345,0.142,40,0.048,NA
2447,leg,5.788,2783,5.788,1,34,0,*ped-
2448,leg,5.095,2156,5.788,0.88,34,0,*kok̑s-
2449,leg,2.606,6120,5.788,0.45,34,0,*k̑reu̯H-
2450,leg,2.745,1231,5.788,0.474,34,0,*h₃neg⁽ʷ⁾ʰ-
2451,leg,3.355,1264,5.788,0.58,34,0,NA
2452,leg,4.349,71,5.788,0.751,34,0,NA
2453,leg,1.977,1027,5.788,0.342,34,0,NA
2454,leg,5.737,1649,5.788,0.991,34,0,*g̑ʰengʰ-
2455,leg,1.573,903,5.788,0.272,34,0,*persneh₂-
2456,leg,4.044,2785,5.788,0.699,34,0,*skel-
2457,leg,2.858,1862,5.788,0.494,34,0,NA
2458,leg,0.759,5617,5.788,0.131,34,0,NA
2459,leg,1.808,4586,5.788,0.312,34,0,NA
2460,leg,5,3539,5.788,0.864,34,0,*steh₂-
2461,leg,0.757,3236,5.788,0.131,34,0,NA
2463,leg,1.027,1667,5.788,0.177,34,0,NA
2481,live,7.203,72,7.203,1,19,0.167,*gʷi̯eh₃-
2482,live,4.349,255,7.203,0.604,19,0.167,*lei̯p-
2483,live,2.611,4137,7.203,0.362,19,0.167,*bʰu̯eh₂-
2484,live,1.835,7390,7.203,0.255,19,0.167,NA
2485,live,0.757,3185,7.203,0.105,19,0.167,*kʷelh₁-
2487,live,1.108,611,7.203,0.154,19,0.167,NA
2500,liver,6.328,718,6.328,1,25,0,*(H)i̯ekʷ-r/n-
2501,liver,2.745,1232,6.328,0.434,25,0,*h₁enter-
2502,liver,1.496,1254,6.328,0.236,25,0,*pekʷ-
2503,liver,3.381,905,6.328,0.534,25,0,NA
2504,liver,4.349,256,6.328,0.687,25,0,NA
2505,liver,5.219,1029,6.328,0.825,25,0,NA
2506,liver,4.26,7393,6.328,0.673,25,0,NA
2507,liver,3.172,1505,6.328,0.501,25,0,NA
2508,liver,1.054,7789,6.328,0.167,25,0,*k⁽ʷ⁾ers-
2509,liver,1.011,1153,6.328,0.16,25,0,*dʰrebʰ-
2510,liver,0.759,433,6.328,0.12,25,0,NA
2525,long,6.841,257,6.841,1,15,0.222,?*delh₁-
2526,long,3.528,3381,6.841,0.516,15,0.222,*bʰerg̑ʰ-
2527,long,4.165,1030,6.841,0.609,15,0.222,*seh₁-
2528,long,5.304,1506,6.841,0.775,15,0.222,*meh₂k̑-
2529,long,4.26,793,6.841,0.623,15,0.222,*lembH-
2530,long,2.776,1720,6.841,0.406,15,0.222,NA
2531,long,2.606,613,6.841,0.381,15,0.222,*du̯eh₂-
2532,long,0.302,6414,6.841,0.044,15,0.222,*pleh₁-
2533,long,0.86,2313,6.841,0.126,15,0.222,NA
2540,louse,4.378,8267,6.489,0.675,20,0,?*lū̆-
2541,louse,6.262,7396,6.489,0.965,20,0,NA
2542,louse,5.004,906,6.489,0.771,20,0,*pesd-
2543,louse,2.745,8265,6.489,0.423,20,0,NA
2544,louse,6.489,7522,6.489,1,20,0,NA
2545,louse,5.304,1507,6.489,0.817,20,0,*gʷg̑ʰer-
2546,louse,2.776,1721,6.489,0.428,20,0,*meh₁-
2547,louse,2.858,8266,6.489,0.44,20,0,NA
2548,louse,2.606,614,6.489,0.402,20,0,NA
2549,louse,2.752,435,6.489,0.424,20,0,NA
2560,man,6.022,2316,7.228,0.833,23,0.091,*h₂ner-
2561,man,7.228,1094,7.228,1,23,0.091,*u̯iH-ró-
2562,man,6.856,907,7.228,0.949,23,0.091,"*dʰég̑ʰ-om-, *dʰg̑ʰ-ém-, *dʰg̑ʰ-m-"
2563,man,6.446,76,7.228,0.892,23,0.091,*men-
2564,man,5.242,2322,7.228,0.725,23,0.091,*mer-
2565,man,4.312,8248,7.228,0.597,23,0.091,NA
2566,man,2.09,9214,7.228,0.289,23,0.091,NA
2567,man,2.264,5819,7.228,0.313,23,0.091,NA
2568,man,2.553,6423,7.228,0.353,23,0.091,*bʰarsdʰó-
2570,man,2.664,2327,7.228,0.369,23,0.091,*nek̑-
2572,man,0.757,1964,7.228,0.105,23,0.091,NA
2583,meat,5.898,437,5.898,1,25,0.071,*mē(m)s-
2584,meat,2.762,6775,5.898,0.468,25,0.071,*h₁ed-
2585,meat,5.004,909,5.898,0.848,25,0.071,*(s)kerH-
2586,meat,3.582,78,5.898,0.607,25,0.071,*gʷou̯-
2587,meat,3.423,260,5.898,0.58,25,0.071,NA
2588,meat,5.304,1508,5.898,0.899,25,0.071,*kreu̯h₂-
2589,meat,2.611,1319,5.898,0.443,25,0.071,NA
2590,meat,4.165,1032,5.898,0.706,25,0.071,NA
2591,meat,5.771,3219,5.898,0.978,25,0.071,*pitu-
2592,meat,2.776,1723,5.898,0.471,25,0.071,NA
2593,meat,1.541,2198,5.898,0.261,25,0.071,*gʷi̯eh₃-
2594,meat,2.965,8227,5.898,0.503,25,0.071,NA
2595,meat,0.86,2334,5.898,0.146,25,0.071,NA
2596,meat,1.51,2073,5.898,0.256,25,0.071,NA
2608,moon,7.419,2232,7.419,1,18,0.154,*meh₁-
2609,moon,5.004,2336,7.419,0.674,18,0.154,*leu̯k-
2610,moon,2.957,4969,7.419,0.399,18,0.154,*leu̯⁽g̑⁾-
2611,moon,5.388,2338,7.419,0.726,18,0.154,*(s)kend-
2612,moon,3.17,4126,7.419,0.427,18,0.154,NA
2613,moon,2.752,9780,7.419,0.371,18,0.154,*(s)kend-
2614,moon,4.579,7404,7.419,0.617,18,0.154,*dei̯-
2615,moon,1.28,3296,7.419,0.173,18,0.154,NA
2616,moon,1.384,3295,7.419,0.187,18,0.154,NA
2618,moon,2.778,4127,7.419,0.374,18,0.154,NA
2619,moon,2.776,3294,7.419,0.374,18,0.154,NA
2620,moon,2.69,2337,7.419,0.363,18,0.154,*g̑ʰelh₃-
2621,moon,5.423,2335,7.419,0.731,18,0.154,NA
2626,mountain,6.134,80,6.134,1,33,0.056,*gʷerH-
2627,mountain,5.004,910,6.134,0.816,33,0.056,*men-
2628,mountain,4.481,261,6.134,0.73,33,0.056,*bʰerg̑ʰ-
2629,mountain,2.762,4142,6.134,0.45,33,0.056,NA
2630,mountain,4.33,1965,6.134,0.706,33,0.056,NA
2631,mountain,2.818,2802,6.134,0.459,33,0.056,NA
2632,mountain,2.061,2805,6.134,0.336,33,0.056,*pel-
2633,mountain,3.17,2801,6.134,0.517,33,0.056,NA
2634,mountain,2.455,8250,6.134,0.4,33,0.056,NA
2635,mountain,1.407,2804,6.134,0.229,33,0.056,*pleh₂-
2636,mountain,2.858,1866,6.134,0.466,33,0.056,*kelH-
2637,mountain,2.776,1724,6.134,0.453,33,0.056,NA
2638,mountain,4.044,1509,6.134,0.659,33,0.056,*h₃er-
2639,mountain,2.606,616,6.134,0.425,33,0.056,NA
2640,mountain,2.752,439,6.134,0.449,33,0.056,NA
2641,mountain,1.529,9902,6.134,0.249,33,0.056,NA
2642,mountain,0.757,7171,6.134,0.123,33,0.056,NA
2643,mountain,2.664,2800,6.134,0.434,33,0.056,NA
2659,mouth,6.219,796,6.219,1,36,0.111,*h₃eh₁-
2660,mouth,5.476,8251,6.219,0.88,36,0.111,NA
2661,mouth,2.606,8488,6.219,0.419,36,0.111,?*bʰerH-
2663,mouth,4.349,262,6.219,0.699,36,0.111,NA
2664,mouth,3.355,911,6.219,0.539,36,0.111,NA
2665,mouth,3.496,6016,6.219,0.562,36,0.111,NA
2666,mouth,5.304,1510,6.219,0.853,36,0.111,*steh₃-
2667,mouth,5.079,1034,6.219,0.817,36,0.111,*g̑enu-
2668,mouth,1.932,1233,6.219,0.311,36,0.111,*reu̯H-
2669,mouth,1.924,2004,6.219,0.309,36,0.111,NA
2670,mouth,3.247,6204,6.219,0.522,36,0.111,NA
2671,mouth,0.77,4830,6.219,0.124,36,0.111,?*gʰeu̯bʰ-
2672,mouth,2.773,1725,6.219,0.446,36,0.111,NA
2674,mouth,0.757,7173,6.219,0.122,36,0.111,NA
2675,mouth,2.553,6572,6.219,0.411,36,0.111,NA
2677,mouth,0.759,5636,6.219,0.122,36,0.111,NA
2678,mouth,2.664,2346,6.219,0.428,36,0.111,*g̑ʰeh₁i̯-
2679,mouth,0.86,2340,6.219,0.138,36,0.111,NA
2695,nail,7.886,2268,7.886,1,6,0.333,*h₃neg⁽ʷ⁾ʰ-
2696,nail,2.752,5456,7.886,0.349,6,0.333,NA
2697,nail,4.649,3385,7.886,0.59,6,0.333,*k̑er-
2701,name,7.185,82,7.185,1,5,0.5,*Hneh₃-mn̥
2702,name,2.858,1867,7.185,0.398,5,0.5,*u̯erdʰ-
2706,narrow,7.107,263,7.107,1,31,0,*h₂emg̑ʰ-
2707,narrow,4.954,2807,7.107,0.697,31,0,NA
2708,narrow,3.279,2811,7.107,0.461,31,0,NA
2709,narrow,5.304,1511,7.107,0.746,31,0,NA
2710,narrow,2.611,2814,7.107,0.367,31,0,*trenk-
2711,narrow,0.804,2809,7.107,0.113,31,0,NA
2712,narrow,0.757,3247,7.107,0.107,31,0,*(h₁)ner-
2713,narrow,0.441,9874,7.107,0.062,31,0,NA
2714,narrow,2.606,6121,7.107,0.367,31,0,NA
2715,narrow,2.752,5643,7.107,0.387,31,0,NA
2716,narrow,1.86,4064,7.107,0.262,31,0,*pet-
2717,narrow,2.294,2810,7.107,0.323,31,0,NA
2718,narrow,2.858,2808,7.107,0.402,31,0,NA
2719,narrow,1.672,2806,7.107,0.235,31,0,NA
2720,narrow,4.012,83,7.107,0.565,31,0,*temk-
2722,narrow,1.171,5642,7.107,0.165,31,0,NA
2723,narrow,1.136,1726,7.107,0.16,31,0,NA
2724,narrow,2.783,797,7.107,0.392,31,0,NA
2737,navel,6.082,5026,6.082,1,24,0,*h₃nebʰ-
2739,navel,2.745,5145,6.082,0.451,24,0,NA
2740,navel,2.957,7244,6.082,0.486,24,0,NA
2741,navel,1.93,7411,6.082,0.317,24,0,NA
2742,navel,2.606,5991,6.082,0.429,24,0,NA
2743,navel,0.759,6313,6.082,0.125,24,0,NA
2761,near,2.853,3318,6.075,0.47,41,0,*ned⁽ʰ⁾-
2762,near,2.745,1157,6.075,0.452,41,0,*bʰlei̯g̑-
2763,near,4.349,264,6.075,0.716,41,0,NA
2764,near,6.075,84,6.075,1,41,0,NA
2765,near,5.219,2158,6.075,0.859,41,0,NA
2766,near,3.17,1512,6.075,0.522,41,0,*k̑ent-
2767,near,2.18,1398,6.075,0.359,41,0,NA
2768,near,2.56,1266,6.075,0.421,41,0,"*pr̥-, *pró, *prí"
2769,near,0.995,8259,6.075,0.164,41,0,*sed-
2770,near,3.752,4160,6.075,0.618,41,0,NA
2771,near,2.762,3830,6.075,0.455,41,0,*to-
2772,near,2.028,2822,6.075,0.334,41,0,*u̯ei̯k̑-
2773,near,0.756,2821,6.075,0.124,41,0,NA
2774,near,1.168,1035,6.075,0.192,41,0,NA
2775,near,2.606,618,6.075,0.429,41,0,?*meHd-
2776,near,2.752,442,6.075,0.453,41,0,NA
2777,near,0.302,6521,6.075,0.05,41,0,*pe⁽k̑⁾tu-
2778,near,1.296,6498,6.075,0.213,41,0,NA
2779,near,4.117,4397,6.075,0.678,41,0,*h₂ent-
2780,near,0.864,2820,6.075,0.142,41,0,NA
2781,near,2.778,2816,6.075,0.457,41,0,NA
2782,near,1.465,1610,6.075,0.241,41,0,NA
2802,neck,5.262,1728,5.621,0.936,40,0,*men-
2803,neck,5.621,265,5.621,1,40,0,*kólso-
2804,neck,4.094,4144,5.621,0.728,40,0,*gʷriH-u̯eh₂-
2805,neck,4.355,5034,5.621,0.775,40,0,NA
2806,neck,2.745,1203,5.621,0.488,40,0,*si̯eu̯H-
2807,neck,2.736,8396,5.621,0.487,40,0,*u̯ert-
2808,neck,1.55,1036,5.621,0.276,40,0,NA
2809,neck,2.09,8693,5.621,0.372,40,0,NA
2810,neck,3.71,7596,5.621,0.66,40,0,NA
2811,neck,2.108,4143,5.621,0.375,40,0,NA
2812,neck,0.117,2348,5.621,0.021,40,0,NA
2813,neck,1.696,1513,5.621,0.302,40,0,NA
2814,neck,2.858,1868,5.621,0.509,40,0,NA
2815,neck,2.752,443,5.621,0.49,40,0,NA
2816,neck,1.364,9549,5.621,0.243,40,0,NA
2817,neck,1.51,8051,5.621,0.269,40,0,NA
2818,neck,3.266,6065,5.621,0.581,40,0,NA
2820,neck,2.778,4128,5.621,0.494,40,0,NA
2821,neck,0.757,3280,5.621,0.135,40,0,*bʰerg̑ʰ-
2822,neck,1.108,2525,5.621,0.197,40,0,NA
2823,neck,0.615,2350,5.621,0.109,40,0,NA
2824,neck,0.302,912,5.621,0.054,40,0,NA
2842,new,7.719,86,7.719,1,9,0.2,*neu̯-
2843,new,3.17,1514,7.719,0.411,9,0.2,*ken-
2844,new,2.178,2352,7.719,0.282,9,0.2,NA
2845,new,2.752,444,7.719,0.357,9,0.2,*h₃er-
2846,new,0.86,2351,7.719,0.111,9,0.2,"*h₂ei̯-u-, *h₂oi̯-u-, *h₂i̯-eu̯-"
2851,night,7.173,266,7.173,1,9,0.333,*negʷ-
2852,night,6.432,87,7.173,0.897,9,0.333,*k⁽ʷ⁾sep-
2853,night,6.371,799,7.173,0.888,9,0.333,*h₁reh₁-
2854,night,2.606,619,7.173,0.363,9,0.333,?*u̯e-k⁽ʷ⁾sp-ero-
2855,night,2.776,1729,7.173,0.387,9,0.333,NA
2857,night,2.664,5083,7.173,0.371,9,0.333,*h₂u̯es-
2860,nose,6.93,267,6.93,1,24,0.083,*(H)nā̆s-
2861,nose,5.219,1037,6.93,0.753,24,0.083,NA
2862,nose,3.17,1515,6.93,0.457,24,0.083,*meu̯k-
2863,nose,2.166,2005,6.93,0.313,24,0.083,NA
2864,nose,2.091,9216,6.93,0.302,24,0.083,NA
2865,nose,1.346,2355,6.93,0.194,24,0.083,NA
2866,nose,2.606,620,6.93,0.376,24,0.083,NA
2867,nose,2.752,445,6.93,0.397,24,0.083,NA
2870,nose,2.664,3319,6.93,0.384,24,0.083,NA
2871,nose,0.86,2354,6.93,0.124,24,0.083,NA
2872,nose,1.136,2159,6.93,0.164,24,0.083,NA
2873,nose,0.757,722,6.93,0.109,24,0.083,NA
2884,old,5.219,622,6.3,0.828,27,0.077,*sen-
2885,old,5.004,913,6.3,0.794,27,0.077,*u̯et-
2886,old,0.905,2825,6.3,0.144,27,0.077,*g̑erh₂-
2887,old,2.745,1158,6.3,0.436,27,0.077,*steh₂-
2888,old,4.351,5064,6.3,0.691,27,0.077,*(s)kep-
2889,old,3.452,268,6.3,0.548,27,0.077,*h₂el-
2890,old,6.3,2826,6.3,1,27,0.077,*perh₂-
2891,old,5.304,1517,6.3,0.842,27,0.077,*pelh₂-
2892,old,2.611,1322,6.3,0.414,27,0.077,NA
2893,old,1.977,1038,6.3,0.314,27,0.077,NA
2894,old,2.752,5649,6.3,0.437,27,0.077,NA
2895,old,0.441,6601,6.3,0.07,27,0.077,NA
2896,old,2.664,2824,6.3,0.423,27,0.077,NA
2911,one,7.644,91,7.644,1,7,0.333,*Hoi̯-
2912,one,7.464,6066,7.644,0.977,7,0.333,*sem-
2913,one,2.752,447,7.644,0.36,7,0.333,NA
2918,play,5.372,6784,5.372,1,39,0,*mers-
2919,play,2.745,1161,5.372,0.511,39,0,NA
2920,play,4.978,916,5.372,0.927,39,0,*i̯ek-
2921,play,4.26,802,5.372,0.793,39,0,NA
2922,play,3.236,94,5.372,0.602,39,0,NA
2923,play,5.304,1519,5.372,0.987,39,0,*peh₂u̯-
2924,play,1.775,270,5.372,0.33,39,0,NA
2925,play,2.957,1040,5.372,0.551,39,0,*rei̯⁽g̑⁾-
2926,play,2.611,2833,5.372,0.486,39,0,*lei̯⁽g̑⁾-
2927,play,2.091,9237,5.372,0.389,39,0,NA
2928,play,2.752,5658,5.372,0.512,39,0,NA
2929,play,2.606,626,5.372,0.485,39,0,NA
2930,play,4.37,9387,5.372,0.814,39,0,?*stei̯g-
2931,play,4.12,4398,5.372,0.767,39,0,NA
2932,play,1.797,4351,5.372,0.334,39,0,NA
2933,play,0.757,3271,5.372,0.141,39,0,NA
2934,play,2.27,1730,5.372,0.423,39,0,*bʰer-
2935,play,2.294,1354,5.372,0.427,39,0,NA
2957,pull,6.594,95,6.594,1,38,0.091,*kʷels-
2958,pull,2.831,2837,6.594,0.429,38,0.091,*tengʰ-
2959,pull,3.697,1372,6.594,0.561,38,0.091,*deu̯k-
2960,pull,2.058,5274,6.594,0.312,38,0.091,*(h₂)u̯elk-
2961,pull,3.415,4163,6.594,0.518,38,0.091,*ten-
2962,pull,2.778,451,6.594,0.421,38,0.091,*selk-
2963,pull,3.355,1267,6.594,0.509,38,0.091,NA
2964,pull,2.611,2839,6.594,0.396,38,0.091,*dʰre⁽g̑⁾ʰ-
2965,pull,3.17,2834,6.594,0.481,38,0.091,*tau̯ro-
2966,pull,2.957,1041,6.594,0.449,38,0.091,NA
2967,pull,1.992,803,6.594,0.302,38,0.091,NA
2968,pull,5.004,8237,6.594,0.759,38,0.091,NA
2969,pull,2.776,1731,6.594,0.421,38,0.091,NA
2970,pull,3.746,7050,6.594,0.568,38,0.091,NA
2971,pull,2.606,627,6.594,0.395,38,0.091,NA
2972,pull,1.08,271,6.594,0.164,38,0.091,NA
2973,pull,0.759,8288,6.594,0.115,38,0.091,NA
2974,pull,4.813,7429,6.594,0.73,38,0.091,NA
2975,pull,2.915,6013,6.594,0.442,38,0.091,*tu̯er-
2976,pull,0.757,3260,6.594,0.115,38,0.091,*h₂nek̑-
2977,pull,0.811,1095,6.594,0.123,38,0.091,NA
2978,pull,0.302,917,6.594,0.046,38,0.091,*pelh₂-
2995,push,2.706,804,5.285,0.512,72,0.033,NA
2996,push,4.349,1339,5.285,0.823,72,0.033,?*skeu̯bʰ-
2997,push,2.73,1205,5.285,0.517,72,0.033,?*telk-
2998,push,3.536,7961,5.285,0.669,72,0.033,NA
2999,push,3.766,6703,5.285,0.713,72,0.033,*peh₂g̑-
3000,push,5.285,2846,5.285,1,72,0.033,NA
3001,push,2.979,1399,5.285,0.564,72,0.033,*pelh₂-
3002,push,1.758,1237,5.285,0.333,72,0.033,*pei̯s-
3003,push,5.254,2843,5.285,0.994,72,0.033,*u̯edʰ(h₁)-
3004,push,2.062,9197,5.285,0.39,72,0.033,NA
3005,push,2.65,5830,5.285,0.501,72,0.033,*h₂ek̑-
3006,push,0.757,3285,5.285,0.143,72,0.033,NA
3007,push,1.128,9195,5.285,0.213,72,0.033,NA
3008,push,0.578,8253,5.285,0.109,72,0.033,*tu̯enk-
3009,push,0.225,7759,5.285,0.043,72,0.033,*teu̯k-
3010,push,0.475,7419,5.285,0.09,72,0.033,NA
3011,push,0.849,7013,5.285,0.161,72,0.033,NA
3012,push,2.664,5812,5.285,0.504,72,0.033,NA
3013,push,4.122,5811,5.285,0.78,72,0.033,NA
3014,push,1.179,5665,5.285,0.223,72,0.033,NA
3015,push,1.768,4867,5.285,0.335,72,0.033,*h₃rei̯H-
3016,push,0.117,4207,5.285,0.022,72,0.033,NA
3017,push,1.91,2849,5.285,0.361,72,0.033,NA
3018,push,0.759,2842,5.285,0.144,72,0.033,*(s)teu̯d-
3019,push,0.864,2841,5.285,0.163,72,0.033,*gʰreu̯d-
3020,push,1.136,2161,5.285,0.215,72,0.033,NA
3021,push,1.152,1268,5.285,0.218,72,0.033,*pei̯g-
3022,push,2.265,1042,5.285,0.429,72,0.033,NA
3023,push,0.302,918,5.285,0.057,72,0.033,NA
3024,push,1.108,628,5.285,0.21,72,0.033,*per-
3067,rain,3.369,2236,6.566,0.513,31,0.077,*sh₂eu̯-
3069,rain,6.566,7433,6.566,1,31,0.077,*h₂u̯ers-
3070,rain,6.241,5084,6.566,0.951,31,0.077,*u̯eh₁-
