"node";"tree_age";"tree_simulation_number";"prob"
64;14;24;0
65;14;24;0
66;14;24;0
67;14;24;0,01
68;14;24;0
69;14;24;0,03
70;14;24;0
71;14;24;0,005
72;14;24;0,065
73;14;24;0,83
74;14;24;0
75;14;24;0
76;14;24;0
77;14;24;0,07
78;14;24;1
79;14;24;0
80;14;24;0
81;14;24;1
82;14;24;0,005
83;14;24;0
84;14;24;0,005
85;14;24;0,085
86;14;24;0,475
87;14;24;0,92
88;14;24;0
89;14;24;0,01
90;14;24;0,055
91;14;24;0,725
92;14;24;0,01
93;14;24;0
94;14;24;1
95;14;24;0
96;14;24;0
97;14;24;0,005
98;14;24;0
99;14;24;0,035
51;15;24;1
52;15;24;0
53;15;24;0
54;15;24;0
55;15;24;0
56;15;24;0,175
57;15;24;1
58;15;24;0
59;15;24;0,06
60;15;24;0
61;15;24;0
62;15;24;0,02
63;15;24;0,98
64;15;24;0
65;15;24;0
66;15;24;0
67;15;24;0,01
68;15;24;0
69;15;24;0,015
70;15;24;0,005
71;15;24;0
72;15;24;0,035
73;15;24;0,27
74;15;24;0
75;15;24;0
76;15;24;0
77;15;24;0,13
78;15;24;0,785
79;15;24;0
80;15;24;0,01
81;15;24;1
82;15;24;0,01
83;15;24;0
84;15;24;0
85;15;24;0,04
86;15;24;0,38
87;15;24;0,94
88;15;24;0
89;15;24;0,005
90;15;24;0,07
91;15;24;0,145
92;15;24;0,005
93;15;24;0
94;15;24;1
95;15;24;0,01
96;15;24;0
97;15;24;0,04
98;15;24;0
99;15;24;0,025
51;16;24;1
52;16;24;0
53;16;24;0
54;16;24;0
55;16;24;0
56;16;24;0,025
57;16;24;1
58;16;24;0
59;16;24;0,015
60;16;24;0
61;16;24;0
62;16;24;0
63;16;24;0,015
64;16;24;0
65;16;24;0
66;16;24;0
67;16;24;0,025
68;16;24;0
69;16;24;0,015
70;16;24;0
71;16;24;0
72;16;24;0,025
73;16;24;0,99
74;16;24;0
75;16;24;0
76;16;24;0
77;16;24;0,025
78;16;24;0,93
79;16;24;0
80;16;24;0,005
81;16;24;1
82;16;24;0,02
83;16;24;0
84;16;24;0
85;16;24;0
86;16;24;0,03
87;16;24;0,545
88;16;24;0
89;16;24;0
90;16;24;0
91;16;24;0,025
92;16;24;0,005
93;16;24;0
94;16;24;1
95;16;24;0,01
96;16;24;0
97;16;24;0,02
98;16;24;0
99;16;24;0,005
51;17;24;1
52;17;24;0
53;17;24;0
54;17;24;0
55;17;24;0
56;17;24;0,04
57;17;24;1
58;17;24;0
59;17;24;0,015
60;17;24;0
61;17;24;0
62;17;24;0
63;17;24;0,055
64;17;24;0
65;17;24;0
66;17;24;0
67;17;24;0,02
68;17;24;0
69;17;24;0,025
70;17;24;0
71;17;24;0
72;17;24;0,025
73;17;24;0,12
74;17;24;0
75;17;24;0
76;17;24;0
77;17;24;0,035
78;17;24;0,985
79;17;24;0
80;17;24;0,005
81;17;24;1
82;17;24;0,015
83;17;24;0
84;17;24;0
85;17;24;0
86;17;24;0,035
87;17;24;0,99
88;17;24;0
89;17;24;0
90;17;24;0,015
91;17;24;0,025
92;17;24;0,03
93;17;24;0,01
94;17;24;1
95;17;24;0,02
96;17;24;0
97;17;24;0,02
98;17;24;0
99;17;24;0,02
51;2;24;1
52;2;24;0,12
53;2;24;0,875
54;2;24;0,225
55;2;24;0,55
56;2;24;1
57;2;24;1
58;2;24;1
59;2;24;1
60;2;24;0,985
61;2;24;1
62;2;24;1
63;2;24;1
64;2;24;0,235
65;2;24;1
66;2;24;1
67;2;24;0,125
68;2;24;1
69;2;24;0,645
70;2;24;0,415
71;2;24;1
72;2;24;1
73;2;24;1
74;2;24;0,425
75;2;24;0,295
76;2;24;0,71
77;2;24;1
78;2;24;1
79;2;24;1
80;2;24;0,92
81;2;24;1
82;2;24;1
83;2;24;1
84;2;24;1
85;2;24;0,815
86;2;24;1
87;2;24;1
88;2;24;1
89;2;24;1
90;2;24;1
91;2;24;1
92;2;24;1
93;2;24;0,015
94;2;24;1
95;2;24;0,27
96;2;24;1
97;2;24;0,675
98;2;24;0,275
99;2;24;1
51;3;24;1
52;3;24;0,395
53;3;24;0,82
54;3;24;0,025
55;3;24;0,43
56;3;24;1
57;3;24;1
58;3;24;0,99
59;3;24;1
60;3;24;0,965
61;3;24;0,67
62;3;24;1
63;3;24;1
64;3;24;0,55
65;3;24;1
66;3;24;1
67;3;24;0,965
68;3;24;1
69;3;24;0,91
70;3;24;0,09
71;3;24;0,98
72;3;24;1
73;3;24;1
74;3;24;0,275
75;3;24;0,21
76;3;24;0,605
77;3;24;1
78;3;24;1
79;3;24;1
80;3;24;1
81;3;24;1
82;3;24;1
83;3;24;1
84;3;24;1
85;3;24;0,99
86;3;24;1
87;3;24;1
88;3;24;1
89;3;24;1
90;3;24;0,965
91;3;24;0,775
92;3;24;1
93;3;24;0,055
94;3;24;1
95;3;24;0,18
96;3;24;0,99
97;3;24;0,655
98;3;24;0,48
99;3;24;1
51;4;24;1
52;4;24;0
53;4;24;0,04
54;4;24;0
55;4;24;0
56;4;24;1
57;4;24;1
58;4;24;0,265
59;4;24;1
60;4;24;0,495
61;4;24;0,905
62;4;24;1
63;4;24;1
64;4;24;0,06
65;4;24;1
66;4;24;0,97
67;4;24;0,2
68;4;24;0,665
69;4;24;0,13
70;4;24;0,04
71;4;24;0,04
72;4;24;1
73;4;24;1
74;4;24;0,01
75;4;24;0,12
76;4;24;0,165
77;4;24;1
78;4;24;1
79;4;24;1
80;4;24;0,81
81;4;24;1
82;4;24;1
83;4;24;0,99
84;4;24;1
85;4;24;0,975
86;4;24;0,99
87;4;24;1
88;4;24;1
89;4;24;1
90;4;24;1
91;4;24;0,675
92;4;24;0,99
93;4;24;0
94;4;24;1
95;4;24;0,04
96;4;24;0,045
97;4;24;0,12
98;4;24;0,03
99;4;24;0,68
51;5;24;1
52;5;24;0
53;5;24;0
54;5;24;0
55;5;24;0,005
56;5;24;1
57;5;24;1
58;5;24;0,015
59;5;24;1
60;5;24;0,98
61;5;24;0,125
62;5;24;0,995
63;5;24;1
64;5;24;0,13
65;5;24;0,99
66;5;24;0,98
67;5;24;0,945
68;5;24;0,295
69;5;24;0,025
70;5;24;0,005
71;5;24;0,47
72;5;24;1
73;5;24;1
74;5;24;0,01
75;5;24;0,045
76;5;24;0,13
77;5;24;1
78;5;24;1
79;5;24;1
80;5;24;0,945
81;5;24;1
82;5;24;1
83;5;24;1
84;5;24;1
85;5;24;0,95
86;5;24;0,77
87;5;24;1
88;5;24;1
89;5;24;0,725
90;5;24;0,99
91;5;24;0,97
92;5;24;0,925
93;5;24;0,03
94;5;24;1
95;5;24;0,11
96;5;24;0,005
97;5;24;0,98
98;5;24;0,02
99;5;24;0,805
51;6;24;1
52;6;24;0
53;6;24;0
54;6;24;0
55;6;24;0,005
56;6;24;1
57;6;24;1
58;6;24;0,32
59;6;24;1
60;6;24;0,305
61;6;24;0,45
62;6;24;1
63;6;24;1
64;6;24;0,095
65;6;24;0,995
66;6;24;0,04
67;6;24;0,18
68;6;24;0
69;6;24;0,03
70;6;24;0,04
71;6;24;0,38
72;6;24;1
73;6;24;1
74;6;24;0
75;6;24;0,115
76;6;24;0,25
77;6;24;1
78;6;24;1
79;6;24;0,995
80;6;24;0,84
81;6;24;1
82;6;24;1
83;6;24;0,96
84;6;24;1
85;6;24;0,6
86;6;24;0,99
87;6;24;1
88;6;24;1
89;6;24;1
90;6;24;0,375
91;6;24;0,54
92;6;24;0,995
93;6;24;0,005
94;6;24;1
95;6;24;0,015
96;6;24;0
97;6;24;0,005
98;6;24;0,04
99;6;24;0,19
51;7;24;1
52;7;24;0
53;7;24;0
54;7;24;0
55;7;24;0
56;7;24;1
57;7;24;1
58;7;24;0,09
59;7;24;1
60;7;24;0,15
61;7;24;0,435
62;7;24;0,89
63;7;24;1
64;7;24;0,17
65;7;24;0,84
66;7;24;0,36
67;7;24;0,35
68;7;24;0,02
69;7;24;0,195
70;7;24;0,005
71;7;24;0,01
72;7;24;1
73;7;24;1
74;7;24;0
75;7;24;0,005
76;7;24;0,03
77;7;24;1
78;7;24;1
79;7;24;0,07
80;7;24;0,02
81;7;24;1
82;7;24;0,785
83;7;24;0,84
84;7;24;1
85;7;24;0,915
86;7;24;0,98
87;7;24;1
88;7;24;1
89;7;24;1
90;7;24;0,06
91;7;24;0,07
92;7;24;1
93;7;24;0
94;7;24;1
95;7;24;0,03
96;7;24;0
97;7;24;0,065
98;7;24;0
99;7;24;0,105
51;8;24;1
52;8;24;0
53;8;24;0
54;8;24;0
55;8;24;0
56;8;24;1
57;8;24;1
58;8;24;0
59;8;24;0,465
60;8;24;0,025
61;8;24;0,025
62;8;24;0,985
63;8;24;1
64;8;24;0,015
65;8;24;0,685
66;8;24;0,57
67;8;24;0,08
68;8;24;0
69;8;24;0,005
70;8;24;0,035
71;8;24;0,05
72;8;24;1
73;8;24;1
74;8;24;0
75;8;24;0,03
76;8;24;0,01
77;8;24;0,95
78;8;24;1
79;8;24;0,945
80;8;24;1
81;8;24;1
82;8;24;0,96
83;8;24;0,1
84;8;24;1
85;8;24;0,735
86;8;24;0,285
87;8;24;1
88;8;24;1
89;8;24;1
90;8;24;0,93
91;8;24;0,68
92;8;24;1
93;8;24;0
94;8;24;1
95;8;24;0,015
96;8;24;0
97;8;24;0,03
98;8;24;0
99;8;24;0,075
51;9;24;1
52;9;24;0
53;9;24;0
54;9;24;0
55;9;24;0
56;9;24;0,99
57;9;24;1
58;9;24;0,02
59;9;24;0,075
60;9;24;0,025
61;9;24;0
62;9;24;0,94
63;9;24;1
64;9;24;0,03
65;9;24;0,065
66;9;24;0,525
67;9;24;0,31
68;9;24;0
69;9;24;0,01
70;9;24;0
71;9;24;0,01
72;9;24;0,09
73;9;24;1
74;9;24;0
75;9;24;0
76;9;24;0
77;9;24;0,95
78;9;24;1
79;9;24;0,005
80;9;24;0,05
81;9;24;1
82;9;24;0,445
83;9;24;0,1
84;9;24;0,965
85;9;24;1
86;9;24;0,24
87;9;24;1
88;9;24;0,905
89;9;24;0,955
90;9;24;1
91;9;24;0,385
92;9;24;0,54
93;9;24;0,02
94;9;24;1
95;9;24;0,405
96;9;24;0
97;9;24;0,025
98;9;24;0
99;9;24;0,015
51;1;25;1
52;1;25;1
53;1;25;0,495
54;1;25;0,43
55;1;25;0,79
56;1;25;1
57;1;25;1
58;1;25;0,94
59;1;25;0,045
60;1;25;1
61;1;25;1
62;1;25;1
63;1;25;0,97
64;1;25;1
65;1;25;0,3
66;1;25;1
67;1;25;1
68;1;25;1
69;1;25;1
70;1;25;1
71;1;25;1
72;1;25;1
73;1;25;0,91
74;1;25;1
75;1;25;1
76;1;25;1
77;1;25;1
78;1;25;1
79;1;25;1
80;1;25;1
81;1;25;1
82;1;25;0,385
83;1;25;1
84;1;25;1
85;1;25;1
86;1;25;1
87;1;25;0,365
88;1;25;1
89;1;25;1
90;1;25;1
91;1;25;1
92;1;25;0,8
93;1;25;1
94;1;25;1
95;1;25;0,485
96;1;25;1
97;1;25;0,335
98;1;25;1
99;1;25;1
51;10;25;1
52;10;25;0,01
53;10;25;0
54;10;25;0
55;10;25;0
56;10;25;0
57;10;25;0
58;10;25;0,12
59;10;25;0
60;10;25;0,025
61;10;25;0,955
62;10;25;1
63;10;25;0,015
64;10;25;0,955
65;10;25;0,045
66;10;25;0,995
67;10;25;0
68;10;25;0,08
69;10;25;0,995
70;10;25;1
71;10;25;1
72;10;25;0
73;10;25;0
74;10;25;0,03
75;10;25;0
76;10;25;0,04
77;10;25;1
78;10;25;1
79;10;25;1
80;10;25;0,095
81;10;25;0,86
82;10;25;0,71
83;10;25;1
84;10;25;0
85;10;25;0,03
86;10;25;0,015
87;10;25;0,05
88;10;25;0,995
89;10;25;0,995
90;10;25;1
91;10;25;0,665
92;10;25;0
93;10;25;0
94;10;25;0,59
95;10;25;0,01
96;10;25;1
97;10;25;0,335
98;10;25;0,29
99;10;25;0,965
51;11;25;1
52;11;25;0,08
53;11;25;0
54;11;25;0
55;11;25;0
56;11;25;0
57;11;25;0
58;11;25;0,01
59;11;25;0
60;11;25;0,01
61;11;25;0,18
62;11;25;0,99
63;11;25;0
64;11;25;0,955
65;11;25;0,02
66;11;25;1
67;11;25;0
68;11;25;0,01
69;11;25;0,435
70;11;25;1
71;11;25;1
72;11;25;0
73;11;25;0
74;11;25;0,005
75;11;25;0
76;11;25;0,04
77;11;25;1
78;11;25;1
79;11;25;1
80;11;25;0,005
81;11;25;0,885
82;11;25;0
83;11;25;1
84;11;25;0
85;11;25;0
86;11;25;0,005
87;11;25;0,035
88;11;25;0,945
89;11;25;0,95
90;11;25;1
91;11;25;0,07
92;11;25;0
93;11;25;0
94;11;25;0,08
95;11;25;0,085
96;11;25;0,985
97;11;25;0,335
98;11;25;0,3
99;11;25;1
51;12;25;1
52;12;25;0,02
53;12;25;0
54;12;25;0
55;12;25;0
56;12;25;0
57;12;25;0,005
58;12;25;0,01
59;12;25;0
60;12;25;0,01
61;12;25;0,19
62;12;25;0,995
63;12;25;0
64;12;25;0,44
65;12;25;0,03
66;12;25;1
67;12;25;0
68;12;25;0,015
69;12;25;0,335
70;12;25;1
71;12;25;1
72;12;25;0
73;12;25;0
74;12;25;0,015
75;12;25;0
76;12;25;0
77;12;25;1
78;12;25;1
79;12;25;1
80;12;25;0
81;12;25;0,275
82;12;25;0
83;12;25;0,745
84;12;25;0
85;12;25;0
86;12;25;0
87;12;25;0
88;12;25;0,305
89;12;25;0,99
90;12;25;1
91;12;25;0,025
92;12;25;0
93;12;25;0
94;12;25;0,225
95;12;25;0,01
96;12;25;0,915
97;12;25;0,615
98;12;25;0,945
99;12;25;0,97
51;13;25;1
52;13;25;0,04
53;13;25;0
54;13;25;0
55;13;25;0
56;13;25;0
57;13;25;0
58;13;25;0,13
59;13;25;0
60;13;25;0,005
61;13;25;0,06
62;13;25;0,955
63;13;25;0
64;13;25;0,03
65;13;25;0,005
66;13;25;0,995
67;13;25;0,005
68;13;25;0,155
69;13;25;0,875
70;13;25;1
71;13;25;1
72;13;25;0
73;13;25;0
74;13;25;0,045
75;13;25;0
76;13;25;0,015
77;13;25;1
78;13;25;1
79;13;25;1
80;13;25;0
81;13;25;0,41
82;13;25;0,025
83;13;25;1
84;13;25;0
85;13;25;0
86;13;25;0,01
87;13;25;0,01
88;13;25;0,995
89;13;25;0,305
90;13;25;1
91;13;25;0,055
92;13;25;0
93;13;25;0
94;13;25;0,19
95;13;25;0,03
96;13;25;0,965
97;13;25;0,295
98;13;25;0,875
99;13;25;0,59
51;14;25;1
52;14;25;0,005
53;14;25;0
54;14;25;0
55;14;25;0
56;14;25;0
57;14;25;0,015
58;14;25;0,01
59;14;25;0,005
60;14;25;0,015
61;14;25;0,89
62;14;25;0,22
63;14;25;0
64;14;25;0,065
65;14;25;0,015
66;14;25;0,75
67;14;25;0
68;14;25;0
69;14;25;0,05
70;14;25;1
71;14;25;1
72;14;25;0
73;14;25;0
74;14;25;0,005
75;14;25;0
76;14;25;0,015
77;14;25;1
78;14;25;1
79;14;25;1
80;14;25;0
81;14;25;0,015
82;14;25;0,005
83;14;25;1
84;14;25;0
85;14;25;0
86;14;25;0
87;14;25;0
88;14;25;0,015
89;14;25;0,46
90;14;25;1
91;14;25;0,01
92;14;25;0
93;14;25;0
94;14;25;0,025
95;14;25;0,005
96;14;25;0,465
97;14;25;0,925
98;14;25;0,485
99;14;25;1
51;15;25;1
52;15;25;0,005
53;15;25;0
54;15;25;0
55;15;25;0
56;15;25;0
57;15;25;0
58;15;25;0,02
59;15;25;0
60;15;25;0
61;15;25;0,04
62;15;25;0,06
63;15;25;0
64;15;25;0,075
65;15;25;0,03
66;15;25;0,375
67;15;25;0
68;15;25;0,005
69;15;25;0,045
70;15;25;1
71;15;25;1
72;15;25;0
73;15;25;0
74;15;25;0,01
75;15;25;0
76;15;25;0,015
77;15;25;1
78;15;25;1
79;15;25;1
80;15;25;0
81;15;25;0,01
82;15;25;0,01
83;15;25;0,635
84;15;25;0
85;15;25;0
86;15;25;0
87;15;25;0
88;15;25;0,035
89;15;25;0,84
90;15;25;1
91;15;25;0,02
92;15;25;0
93;15;25;0
94;15;25;0,02
95;15;25;0,005
96;15;25;0,455
97;15;25;0,03
98;15;25;0,065
99;15;25;0,995
51;16;25;1
52;16;25;0,02
53;16;25;0
54;16;25;0
55;16;25;0
56;16;25;0
57;16;25;0
58;16;25;0,015
59;16;25;0
60;16;25;0
61;16;25;0,015
62;16;25;0,395
63;16;25;0
64;16;25;0,015
65;16;25;0,005
66;16;25;0,625
67;16;25;0
68;16;25;0,01
69;16;25;0,015
70;16;25;1
71;16;25;1
72;16;25;0
73;16;25;0
74;16;25;0,025
75;16;25;0
76;16;25;0,02
77;16;25;1
78;16;25;1
79;16;25;1
80;16;25;0
81;16;25;0,015
82;16;25;0,01
83;16;25;0,775
84;16;25;0
85;16;25;0
86;16;25;0
87;16;25;0
88;16;25;0,005
89;16;25;0,035
90;16;25;1
91;16;25;0,03
92;16;25;0
93;16;25;0
94;16;25;0,085
95;16;25;0
96;16;25;0,01
97;16;25;0,355
98;16;25;0,34
99;16;25;0,975
51;17;25;1
52;17;25;0,01
53;17;25;0
54;17;25;0
55;17;25;0
56;17;25;0
57;17;25;0
58;17;25;0,02
59;17;25;0
60;17;25;0
61;17;25;0,11
62;17;25;0,405
63;17;25;0
64;17;25;0,015
65;17;25;0
66;17;25;0,115
67;17;25;0
68;17;25;0,005
69;17;25;0,225
70;17;25;1
71;17;25;1
72;17;25;0
73;17;25;0
74;17;25;0
75;17;25;0
76;17;25;0,015
77;17;25;1
78;17;25;1
79;17;25;1
80;17;25;0
81;17;25;0,02
82;17;25;0
83;17;25;0,045
84;17;25;0
85;17;25;0
86;17;25;0
87;17;25;0
88;17;25;0,01
89;17;25;0,595
90;17;25;1
91;17;25;0,01
92;17;25;0
93;17;25;0
94;17;25;0,07
95;17;25;0
96;17;25;0
97;17;25;0,005
98;17;25;0,135
99;17;25;0,155
51;2;25;1
52;2;25;1
53;2;25;0,355
54;2;25;0,215
55;2;25;0,02
56;2;25;1
57;2;25;1
58;2;25;0,9
59;2;25;0,615
60;2;25;0,965
61;2;25;1
62;2;25;1
63;2;25;0,01
64;2;25;1
65;2;25;0,055
66;2;25;1
67;2;25;1
68;2;25;1
69;2;25;1
70;2;25;1
71;2;25;1
72;2;25;1
73;2;25;0,47
74;2;25;0,78
75;2;25;1
76;2;25;1
77;2;25;1
78;2;25;1
79;2;25;1
80;2;25;1
81;2;25;1
82;2;25;0,615
83;2;25;1
84;2;25;1
85;2;25;1
86;2;25;1
87;2;25;0,235
88;2;25;1
89;2;25;1
90;2;25;1
91;2;25;1
92;2;25;0,39
93;2;25;1
94;2;25;1
95;2;25;0,81
96;2;25;1
97;2;25;0,95
98;2;25;0,995
99;2;25;1
51;3;25;1
52;3;25;1
53;3;25;0,255
54;3;25;0,17
55;3;25;0,48
56;3;25;1
57;3;25;1
58;3;25;0,805
59;3;25;0,36
60;3;25;1
61;3;25;1
62;3;25;1
63;3;25;0,995
64;3;25;1
65;3;25;0,47
66;3;25;1
67;3;25;1
68;3;25;1
69;3;25;1
70;3;25;1
71;3;25;1
72;3;25;0,495
73;3;25;0,065
74;3;25;0,165
75;3;25;0,99
76;3;25;1
77;3;25;1
78;3;25;1
79;3;25;1
80;3;25;1
81;3;25;1
82;3;25;0,695
83;3;25;1
84;3;25;1
85;3;25;1
86;3;25;0,93
87;3;25;0,985
88;3;25;1
89;3;25;1
90;3;25;1
91;3;25;1
92;3;25;0,44
93;3;25;0,995
94;3;25;1
95;3;25;0,405
96;3;25;1
97;3;25;0,165
98;3;25;1
99;3;25;0,99
51;4;25;1
52;4;25;1
53;4;25;0,22
54;4;25;0,11
55;4;25;0,33
56;4;25;0,66
57;4;25;1
58;4;25;0,46
59;4;25;0,125
60;4;25;0,825
61;4;25;1
62;4;25;1
63;4;25;0,38
64;4;25;1
65;4;25;0,8
66;4;25;1
67;4;25;0,96
68;4;25;1
69;4;25;1
70;4;25;1
71;4;25;1
72;4;25;0,765
73;4;25;0,03
74;4;25;0,125
75;4;25;0,93
76;4;25;0,995
77;4;25;1
78;4;25;1
79;4;25;1
80;4;25;1
81;4;25;1
82;4;25;0,105
83;4;25;1
84;4;25;0,995
85;4;25;0,99
86;4;25;0,585
87;4;25;0,95
88;4;25;1
89;4;25;1
90;4;25;1
91;4;25;1
92;4;25;0,16
93;4;25;1
94;4;25;1
95;4;25;0,65
96;4;25;1
97;4;25;0,465
98;4;25;1
99;4;25;0,995
51;5;25;1
52;5;25;1
53;5;25;0,055
54;5;25;0
55;5;25;0,025
56;5;25;0,09
57;5;25;1
58;5;25;0,895
59;5;25;0,355
60;5;25;0,92
61;5;25;1
62;5;25;1
63;5;25;0,32
64;5;25;1
65;5;25;0,16
66;5;25;1
67;5;25;0,915
68;5;25;0,865
69;5;25;1
70;5;25;1
71;5;25;1
72;5;25;0,49
73;5;25;0
74;5;25;0,01
75;5;25;0,96
76;5;25;0,735
77;5;25;1
78;5;25;1
79;5;25;1
80;5;25;0,61
81;5;25;1
82;5;25;0,615
83;5;25;1
84;5;25;0,125
85;5;25;0,935
86;5;25;0,965
87;5;25;0,36
88;5;25;0,99
89;5;25;1
90;5;25;1
91;5;25;1
92;5;25;0,21
93;5;25;0,835
94;5;25;1
95;5;25;0,775
96;5;25;1
97;5;25;0,375
98;5;25;0,985
99;5;25;1
51;6;25;1
52;6;25;0,8
53;6;25;0,01
54;6;25;0,11
55;6;25;0,005
56;6;25;0,18
57;6;25;0,99
58;6;25;0,81
59;6;25;0,06
60;6;25;0,99
61;6;25;1
62;6;25;1
63;6;25;0,025
64;6;25;1
65;6;25;0,21
66;6;25;1
67;6;25;0,89
68;6;25;0,82
69;6;25;1
70;6;25;1
71;6;25;1
72;6;25;0,065
73;6;25;0,03
74;6;25;0,115
75;6;25;0,23
76;6;25;0,96
77;6;25;1
78;6;25;1
79;6;25;1
80;6;25;0,7
81;6;25;1
82;6;25;0,665
83;6;25;1
84;6;25;0,905
85;6;25;0,81
86;6;25;0,975
87;6;25;0,54
88;6;25;1
89;6;25;0,985
90;6;25;1
91;6;25;0,99
92;6;25;0,185
93;6;25;0,32
94;6;25;1
95;6;25;0,815
96;6;25;1
97;6;25;0,9
98;6;25;0,985
99;6;25;0,425
51;7;25;1
52;7;25;1
53;7;25;0,065
54;7;25;0
55;7;25;0,005
56;7;25;0,065
57;7;25;0,39
58;7;25;0,995
59;7;25;0,17
60;7;25;0,145
61;7;25;1
62;7;25;1
63;7;25;0,01
64;7;25;1
65;7;25;0,01
66;7;25;1
67;7;25;0,67
68;7;25;0,955
69;7;25;1
70;7;25;1
71;7;25;1
72;7;25;0,015
73;7;25;0
74;7;25;0,285
75;7;25;0,015
76;7;25;0,82
77;7;25;1
78;7;25;1
79;7;25;1
80;7;25;0,895
81;7;25;1
82;7;25;0,49
83;7;25;1
84;7;25;0,03
85;7;25;0,36
86;7;25;0,735
87;7;25;0,095
88;7;25;1
89;7;25;1
90;7;25;1
91;7;25;0,84
92;7;25;0,005
93;7;25;0,045
94;7;25;0,995
95;7;25;0,055
96;7;25;1
97;7;25;0,855
98;7;25;0,935
99;7;25;0,69
51;8;25;1
52;8;25;0,015
53;8;25;0
54;8;25;0
55;8;25;0
56;8;25;0
57;8;25;0,96
58;8;25;0,775
59;8;25;0,005
60;8;25;0,21
61;8;25;1
62;8;25;1
63;8;25;0,005
64;8;25;1
65;8;25;0,015
66;8;25;1
67;8;25;0,06
68;8;25;1
69;8;25;0,765
70;8;25;1
71;8;25;1
72;8;25;0
73;8;25;0
74;8;25;0,005
75;8;25;0
76;8;25;0,185
77;8;25;1
78;8;25;1
79;8;25;1
80;8;25;0
81;8;25;0,785
82;8;25;0,005
83;8;25;1
84;8;25;0
85;8;25;0,275
86;8;25;0,775
87;8;25;0,2
88;8;25;1
89;8;25;0,91
90;8;25;1
91;8;25;0,32
92;8;25;0
93;8;25;0
94;8;25;1
95;8;25;0
96;8;25;1
97;8;25;0,75
98;8;25;1
99;8;25;0,525
51;9;25;1
52;9;25;0,81
53;9;25;0
54;9;25;0
55;9;25;0
56;9;25;0
57;9;25;0,01
58;9;25;0,025
59;9;25;0
60;9;25;0,02
61;9;25;1
62;9;25;1
63;9;25;0
64;9;25;1
65;9;25;0,045
66;9;25;1
67;9;25;0,065
68;9;25;0,99
69;9;25;0,99
70;9;25;1
71;9;25;1
72;9;25;0
73;9;25;0
74;9;25;0,01
75;9;25;0
76;9;25;0,015
77;9;25;1
78;9;25;1
79;9;25;1
80;9;25;0
81;9;25;0,96
82;9;25;0,005
83;9;25;1
84;9;25;0
85;9;25;0,06
86;9;25;0,39
87;9;25;0,425
88;9;25;1
89;9;25;0,84
90;9;25;1
91;9;25;0,785
92;9;25;0
93;9;25;0
94;9;25;0,845
95;9;25;0
96;9;25;0,99
97;9;25;0,875
98;9;25;0,58
99;9;25;0,695
51;1;26;1
52;1;26;0,045
53;1;26;1
54;1;26;1
55;1;26;1
56;1;26;0,01
57;1;26;0,04
58;1;26;1
59;1;26;1
60;1;26;0,38
61;1;26;1
62;1;26;0,775
63;1;26;0,92
64;1;26;1
65;1;26;1
66;1;26;1
67;1;26;0,665
68;1;26;1
69;1;26;1
70;1;26;1
71;1;26;1
72;1;26;0,22
73;1;26;0,91
74;1;26;1
75;1;26;1
76;1;26;1
77;1;26;1
78;1;26;1
79;1;26;0,285
80;1;26;1
81;1;26;0,005
82;1;26;1
83;1;26;1
84;1;26;1
85;1;26;0,97
86;1;26;0,965
87;1;26;0,925
88;1;26;1
89;1;26;0,865
90;1;26;1
91;1;26;1
92;1;26;1
93;1;26;1
94;1;26;1
95;1;26;1
96;1;26;1
97;1;26;1
98;1;26;1
99;1;26;1
51;10;26;1
52;10;26;0
53;10;26;0,085
54;10;26;0,285
55;10;26;0,02
56;10;26;0
57;10;26;0
58;10;26;0
59;10;26;0
60;10;26;0
61;10;26;0,01
62;10;26;0,005
63;10;26;0,005
64;10;26;1
65;10;26;0,025
66;10;26;0
67;10;26;0
68;10;26;0,005
69;10;26;0,22
70;10;26;0,97
71;10;26;1
72;10;26;0
73;10;26;0
74;10;26;0
75;10;26;0,07
76;10;26;0
77;10;26;0,155
78;10;26;0,045
79;10;26;0
80;10;26;0
81;10;26;0
82;10;26;0,44
83;10;26;0,045
84;10;26;1
85;10;26;0
86;10;26;0
87;10;26;0
88;10;26;0,005
89;10;26;0
90;10;26;0
91;10;26;0,035
92;10;26;0,06
93;10;26;0,005
94;10;26;0,175
95;10;26;1
96;10;26;0,64
97;10;26;1
98;10;26;1
99;10;26;1
51;11;26;1
52;11;26;0
53;11;26;0
54;11;26;0,02
55;11;26;0,045
56;11;26;0
57;11;26;0
58;11;26;0
59;11;26;0
60;11;26;0
61;11;26;0
62;11;26;0,055
63;11;26;0,005
64;11;26;0,65
65;11;26;0
66;11;26;0
67;11;26;0
68;11;26;0,01
69;11;26;0,34
70;11;26;0,84
71;11;26;1
72;11;26;0
73;11;26;0
74;11;26;0
75;11;26;0,025
76;11;26;0
77;11;26;0,07
78;11;26;0,265
79;11;26;0
80;11;26;0
81;11;26;0
82;11;26;0,41
83;11;26;0,035
84;11;26;1
85;11;26;0
86;11;26;0
87;11;26;0
88;11;26;0
89;11;26;0
90;11;26;0
91;11;26;0
92;11;26;0,05
93;11;26;0,105
94;11;26;0,04
95;11;26;1
96;11;26;1
97;11;26;0,835
98;11;26;1
99;11;26;1
51;12;26;1
52;12;26;0
53;12;26;0,005
54;12;26;0,16
55;12;26;0,1
56;12;26;0
57;12;26;0
58;12;26;0
59;12;26;0
60;12;26;0
61;12;26;0
62;12;26;0,01
