"","age","simulation","root","root_age","first_split","root_split_age"
"567",14,4,51,8.187732951,67,6.569650111
"568",15,4,51,12.156379105,69,9.515486402
"569",16,4,51,9.128712927,68,7.940597149
"570",17,4,51,11.021185179,56,5.61580816
"571",2,4,51,1.3867557056,52,1.1189549742
"572",3,4,51,2.3040604188,52,2.0128347335
"573",4,4,51,3.669169192,52,2.9785975795
"574",5,4,51,3.906228305,52,3.3681310895
"575",6,4,51,5.192150151,52,4.7091004124
"576",7,4,51,6.546089658,52,5.397437195
"577",8,4,51,6.926075202,52,6.2166919538
"578",9,4,51,8.385761301,70,6.861156637
"579",1,40,51,0.9242416134,52,0.7682569296
"580",10,40,51,5.871523792,52,5.0486273178
"581",11,40,51,8.182781832,70,7.4370671711
"582",12,40,51,8.684061251,69,7.161814051
"583",13,40,51,9.61386189,69,7.428311079
"584",14,40,51,11.117052496,52,9.090692267
"585",15,40,51,11.14646551,52,7.890271591
"586",16,40,51,9.864657003,52,6.903225381
"587",17,40,51,12.243544213,34,7.984988685
"588",2,40,51,1.48982663783,52,1.31093272773
"589",3,40,51,2.270750402,52,1.8938881755
"590",4,40,51,3.368080864,87,3.051052825
"591",5,40,51,4.153619533,52,3.6601933207
"592",6,40,51,5.416749825,52,5.1069730802
"593",7,40,51,5.635570155,52,5.076900895
"594",8,40,51,6.793941739,52,6.1643847677
"595",9,40,51,8.691562777,52,7.7310797582
"596",1,41,51,0.8852454297,52,0.7101674473
"597",10,41,51,7.407029589,52,6.302440798
"598",11,41,51,8.797420802,65,7.8092139493
"599",12,41,51,6.400750539,71,5.9197763038
"600",13,41,51,9.879558042,70,8.522182578
"601",14,41,51,7.148578461,67,6.1494011258
"602",15,41,51,8.5719704944,68,5.9641954324
"603",16,41,51,9.897466996,69,8.185159278
"604",17,41,51,9.5301883992,52,6.9557966902
"605",2,41,51,1.3931527498,52,1.184468477
"606",3,41,51,2.24231232341,52,1.94309192931
"607",4,41,51,3.3322021514,52,2.575585253
"608",5,41,51,4.636469794,52,3.824565403
"609",6,41,51,5.469880581,52,4.7578094915
"610",7,41,51,5.997827338,52,5.2249696202
"611",8,41,51,6.7373997758,52,5.9825857126
"612",9,41,51,7.976291899,52,7.1981221707
"613",1,42,51,0.86754045044,52,0.8444374837
"614",10,42,51,8.304317748,52,7.8018469949
"615",11,42,51,9.667357886,66,9.0239267213
"616",12,42,51,7.557643281,69,6.7421143614
"617",13,42,51,7.491732139,71,6.414924826
"618",14,42,51,9.493532713,67,8.5762235119
"619",15,42,51,10.887388489,66,9.555294067
"620",16,42,51,9.338181742,52,8.042478335
"621",17,42,51,10.412671007,66,8.418629785
"622",2,42,51,1.52628749341,52,1.4325856413
"623",3,42,51,2.3606373915,52,2.175568208
"624",4,42,51,3.103791783,52,2.9059064652
"625",5,42,51,3.920582397,52,3.6986785349
"626",6,42,51,5.0987620621,87,4.632680223
"627",7,42,51,6.808770372,52,6.4272659032
"628",8,42,51,5.877030652,70,5.2027730079
"629",9,42,51,7.2569575478,52,6.7298068889
"630",1,43,51,0.87658163827,52,0.8088428326
"631",10,43,51,7.191179943,66,6.371115529
"632",11,43,51,8.065602608,72,7.3698601409
"633",12,43,51,7.554887974,75,6.376551878
