family,tip,age,depth,root_age
TEA,Middle_Mongolian_Muqaddimat_al-adab,14.07253575279156,0.6,14.67
TEA,Middle_Mongolian_Secret_History,13.92253575279156,0.75,14.67
TEA,Minhe,14.67253575279156,0,14.67
TEA,Miyako_Irabu,14.672535752791564,0,14.67
TEA,Moghol,14.67253575279156,0,14.67
TEA,Nanai_Bikin,14.672535752791564,0,14.67
TEA,Nanai_Middle_Amur,14.672535752791564,0,14.67
TEA,Negidal,14.67253575279156,0,14.67
TEA,Nogai,14.672535752791566,0,14.67
TEA,NorthAltai,14.67253575279156,0,14.67
TEA,Northern_Chungcheong,14.672535752791564,0,14.67
TEA,Northern_Evenki_Tura,14.67253575279156,0,14.67
TEA,Northern_Evenki_Tutonchany,14.67253575279156,0,14.67
TEA,Northern_Gyeongsang,14.672535752791566,0,14.67
TEA,Northern_Hamgyong,14.672535752791564,0,14.67
TEA,Northern_Jeolla,14.672535752791564,0,14.67
TEA,Northern_Pyongan,14.672535752791564,0,14.67
TEA,Oirat,14.67253575279156,0,14.67
TEA,Okinawa_Shuri,14.672535752791564,0,14.67
TEA,Okinawa_Yonamine,14.672535752791564,0,14.67
TEA,OldTurkic,13.572535752791563,1.1,14.67
TEA,Old_Japanese,13.472535752791561,1.2,14.67
TEA,Oroch,14.67253575279156,0,14.67
TEA,Orok,14.672535752791564,0,14.67
TEA,Oroqen,14.67253575279156,0,14.67
TEA,Salar,14.672535752791562,0,14.67
TEA,Shira-Yughur,14.67253575279156,0,14.67
TEA,Shor,14.672535752791559,0,14.67
TEA,Solon,14.67253575279156,0,14.67
TEA,SouthAltai,14.67253575279156,0,14.67
TEA,Southern_Chungcheong,14.672535752791564,0,14.67
TEA,Southern_Evenki_Chiringda,14.67253575279156,0,14.67
TEA,Southern_Gyeongsang,14.672535752791566,0,14.67
TEA,Southern_Hamgyong,14.672535752791564,0,14.67
TEA,Southern_Jeolla,14.672535752791564,0,14.67
TEA,Southern_Pyongan,14.672535752791564,0,14.67
TEA,Tofa,14.67253575279156,0,14.67
TEA,Turkish,14.672535752791564,0,14.67
TEA,Turkmen,14.672535752791562,0,14.67
TEA,Tuvan,14.67253575279156,0,14.67
TEA,Udihe,14.67253575279156,0,14.67
TEA,Ulcha,14.672535752791564,0,14.67
TEA,Uyghur,14.672535752791564,0,14.67
TEA,Uzbek,14.672535752791564,0,14.67
TEA,WestYugur,14.67253575279156,0,14.67
TEA,Xibe,14.672535752791564,0,14.67
TEA,Yaeyama_Hatoma,14.672535752791564,0,14.67
TEA,Yaeyama_Ishigaki,14.672535752791564,0,14.67
TEA,Yakut,14.672535752791564,0,14.67
TEA,Yonaguni,14.672535752791564,0,14.67
