family,parameter,ESS
TEA,posterior,494
TEA,likelihood,436
TEA,prior,703
TEA,treeLikelihood.1PL,258
TEA,treeLikelihood.1SG,1102
TEA,treeLikelihood.2PL,839
TEA,treeLikelihood.2SG,779
TEA,treeLikelihood.3SG,571
TEA,treeLikelihood.above,1013
TEA,treeLikelihood.ant,683
TEA,treeLikelihood.arm,315
TEA,treeLikelihood.ash,232
TEA,treeLikelihood.ask,493
TEA,treeLikelihood.at,635
TEA,treeLikelihood.back,1187
TEA,treeLikelihood.bad,1005
TEA,treeLikelihood.bark,512
TEA,treeLikelihood.belly,645
TEA,treeLikelihood.big,775
TEA,treeLikelihood.bird,383
TEA,treeLikelihood.bite,885
TEA,treeLikelihood.bitter,332
TEA,treeLikelihood.black,305
TEA,treeLikelihood.blood,752
TEA,treeLikelihood.blow,1090
TEA,treeLikelihood.bone,833
TEA,treeLikelihood.bottom,826
TEA,treeLikelihood.brain,387
TEA,treeLikelihood.branch,695
TEA,treeLikelihood.break,588
TEA,treeLikelihood.breast,1184
TEA,treeLikelihood.breathe,922
TEA,treeLikelihood.burn,929
TEA,treeLikelihood.carry,644
TEA,treeLikelihood.cheek,555
TEA,treeLikelihood.chew,630
TEA,treeLikelihood.child,413
TEA,treeLikelihood.chin,741
TEA,treeLikelihood.claw,685
TEA,treeLikelihood.cloud,655
TEA,treeLikelihood.cold,556
TEA,treeLikelihood.come,822
TEA,treeLikelihood.cough,685
TEA,treeLikelihood.count,425
TEA,treeLikelihood.cover,257
TEA,treeLikelihood.crush,634
TEA,treeLikelihood.cry,714
TEA,treeLikelihood.cut,423
TEA,treeLikelihood.day,347
TEA,treeLikelihood.deep,558
TEA,treeLikelihood.die,853
TEA,treeLikelihood.dig,488
TEA,treeLikelihood.dirty,480
TEA,treeLikelihood.do,507
TEA,treeLikelihood.dog,263
TEA,treeLikelihood.drink,267
TEA,treeLikelihood.dry,817
TEA,treeLikelihood.dust,794
TEA,treeLikelihood.ear,1339
TEA,treeLikelihood.eat,931
TEA,treeLikelihood.edge,795
TEA,treeLikelihood.egg,211
TEA,treeLikelihood.eye,1302
TEA,treeLikelihood.fall,665
TEA,treeLikelihood.far,354
TEA,treeLikelihood.fat,452
TEA,treeLikelihood.father,701
TEA,treeLikelihood.fear,236
TEA,treeLikelihood.feather,635
TEA,treeLikelihood.female,541
TEA,treeLikelihood.fight,696
TEA,treeLikelihood.find,670
TEA,treeLikelihood.fingernail,821
TEA,treeLikelihood.fire,1264
TEA,treeLikelihood.firewood,182
TEA,treeLikelihood.fish,658
TEA,treeLikelihood.five,524
TEA,treeLikelihood.flow,375
TEA,treeLikelihood.flower,436
TEA,treeLikelihood.fly,380
TEA,treeLikelihood.fly_verb,490
TEA,treeLikelihood.foam,608
TEA,treeLikelihood.fog,906
TEA,treeLikelihood.forehead,991
TEA,treeLikelihood.four,464
TEA,treeLikelihood.freeze,140
TEA,treeLikelihood.fruit,383
TEA,treeLikelihood.full,983
TEA,treeLikelihood.give,695
TEA,treeLikelihood.go,905
TEA,treeLikelihood.good,323
TEA,treeLikelihood.grasp,908
TEA,treeLikelihood.grass,712
TEA,treeLikelihood.green,326
TEA,treeLikelihood.grow,571
TEA,treeLikelihood.guts,747
TEA,treeLikelihood.hair,643
TEA,treeLikelihood.hard,477
TEA,treeLikelihood.head,553
TEA,treeLikelihood.hear,866
TEA,treeLikelihood.heart,845
TEA,treeLikelihood.heavy,1011
TEA,treeLikelihood.here,397
TEA,treeLikelihood.hide,522
TEA,treeLikelihood.hit,475
TEA,treeLikelihood.hole,689
TEA,treeLikelihood.horn,891
TEA,treeLikelihood.hot,753
TEA,treeLikelihood.house,1173
TEA,treeLikelihood.how.,645
TEA,treeLikelihood.hunt,1117
TEA,treeLikelihood.ice,948
TEA,treeLikelihood.in,222
TEA,treeLikelihood.jump,646
TEA,treeLikelihood.kill,1061
TEA,treeLikelihood.knee,788
TEA,treeLikelihood.know,197
TEA,treeLikelihood.lake,887
TEA,treeLikelihood.laugh,112
TEA,treeLikelihood.leaf,439
TEA,treeLikelihood.left,842
TEA,treeLikelihood.leg,240
TEA,treeLikelihood.lick,315
TEA,treeLikelihood.lie,755
TEA,treeLikelihood.live,556
TEA,treeLikelihood.liver,763
TEA,treeLikelihood.long,739
TEA,treeLikelihood.look,826
TEA,treeLikelihood.look_for,615
TEA,treeLikelihood.louse,772
TEA,treeLikelihood.man,342
TEA,treeLikelihood.many,273
TEA,treeLikelihood.meat,548
TEA,treeLikelihood.month,258
TEA,treeLikelihood.moon,165
TEA,treeLikelihood.mother,483
TEA,treeLikelihood.mountain,539
TEA,treeLikelihood.mouth,374
TEA,treeLikelihood.name,798
TEA,treeLikelihood.narrow,612
TEA,treeLikelihood.nasal,1122
TEA,treeLikelihood.navel,694
TEA,treeLikelihood.near,325
TEA,treeLikelihood.neck,709
TEA,treeLikelihood.new,687
TEA,treeLikelihood.night,435
TEA,treeLikelihood.nose,427
TEA,treeLikelihood.not,71
TEA,treeLikelihood.old,393
TEA,treeLikelihood.one,416
TEA,treeLikelihood.open,1242
TEA,treeLikelihood.other,664
TEA,treeLikelihood.person,1024
TEA,treeLikelihood.play,163
TEA,treeLikelihood.pull,1116
TEA,treeLikelihood.pus,630
TEA,treeLikelihood.push,976
TEA,treeLikelihood.put,677
TEA,treeLikelihood.rain,414
TEA,treeLikelihood.raw,375
TEA,treeLikelihood.red,1036
TEA,treeLikelihood.remain,865
TEA,treeLikelihood.right,1382
TEA,treeLikelihood.ripe,652
TEA,treeLikelihood.rise,81
TEA,treeLikelihood.river,167
TEA,treeLikelihood.root,449
TEA,treeLikelihood.rope,369
TEA,treeLikelihood.round,206
TEA,treeLikelihood.run,548
TEA,treeLikelihood.salt,1093
TEA,treeLikelihood.sand,677
TEA,treeLikelihood.say,698
TEA,treeLikelihood.scratch,925
TEA,treeLikelihood.sea,929
TEA,treeLikelihood.see,542
TEA,treeLikelihood.seed,795
TEA,treeLikelihood.sew,614
TEA,treeLikelihood.shade,782
TEA,treeLikelihood.sharp,926
TEA,treeLikelihood.short,312
TEA,treeLikelihood.shoulder,928
TEA,treeLikelihood.sing,699
TEA,treeLikelihood.sit,716
TEA,treeLikelihood.skin,646
TEA,treeLikelihood.sky,866
TEA,treeLikelihood.sleep,500
TEA,treeLikelihood.small,702
TEA,treeLikelihood.smell,1171
TEA,treeLikelihood.smoke,1203
TEA,treeLikelihood.smooth,550
TEA,treeLikelihood.snake,537
TEA,treeLikelihood.snow,853
TEA,treeLikelihood.soft,602
TEA,treeLikelihood.soil,812
TEA,treeLikelihood.sour,858
TEA,treeLikelihood.spin,671
TEA,treeLikelihood.spit,1119
TEA,treeLikelihood.stand,819
TEA,treeLikelihood.star,443
TEA,treeLikelihood.stick,907
TEA,treeLikelihood.stone,602
TEA,treeLikelihood.straight,862
TEA,treeLikelihood.suck,940
TEA,treeLikelihood.sun,425
TEA,treeLikelihood.swallow,730
TEA,treeLikelihood.sweet,559
TEA,treeLikelihood.swell,198
TEA,treeLikelihood.swim,878
TEA,treeLikelihood.tail,765
TEA,treeLikelihood.take,729
TEA,treeLikelihood.tall,707
TEA,treeLikelihood.tear,617
TEA,treeLikelihood.that,612
TEA,treeLikelihood.there,1237
TEA,treeLikelihood.they,622
TEA,treeLikelihood.thick,1346
TEA,treeLikelihood.thigh,769
TEA,treeLikelihood.thin,592
TEA,treeLikelihood.think,595
TEA,treeLikelihood.this,524
TEA,treeLikelihood.three,424
TEA,treeLikelihood.throat,364
TEA,treeLikelihood.throw,530
TEA,treeLikelihood.tie,702
TEA,treeLikelihood.to,360
TEA,treeLikelihood.tomorrow,189
TEA,treeLikelihood.tongue,651
TEA,treeLikelihood.tooth,515
TEA,treeLikelihood.tree,266
TEA,treeLikelihood.true,746
TEA,treeLikelihood.turn,334
TEA,treeLikelihood.two,688
TEA,treeLikelihood.vomit,232
TEA,treeLikelihood.walk,579
TEA,treeLikelihood.warm,614
TEA,treeLikelihood.wash,696
TEA,treeLikelihood.water,583
TEA,treeLikelihood.weave,725
TEA,treeLikelihood.wet,367
TEA,treeLikelihood.what.,973
TEA,treeLikelihood.when.,1233
TEA,treeLikelihood.where.,668
TEA,treeLikelihood.which.,744
TEA,treeLikelihood.white,575
TEA,treeLikelihood.who.,516
TEA,treeLikelihood.wide,241
TEA,treeLikelihood.wind,379
TEA,treeLikelihood.wing,632
TEA,treeLikelihood.with,601
TEA,treeLikelihood.woman,520
TEA,treeLikelihood.wood,422
TEA,treeLikelihood.woods,752
TEA,treeLikelihood.worm,733
TEA,treeLikelihood.year,765
TEA,treeLikelihood.yellow,662
TEA,treeLikelihood.yesterday,173
TEA,TreeHeight.t.tree,1601
TEA,mutationRate.s.1PL,104
TEA,mutationRate.s.1SG,218
TEA,mutationRate.s.2PL,206
TEA,mutationRate.s.2SG,252
TEA,mutationRate.s.3SG,135
TEA,mutationRate.s.above,240
TEA,mutationRate.s.ant,162
TEA,mutationRate.s.arm,116
TEA,mutationRate.s.ash,84
TEA,mutationRate.s.ask,71
TEA,mutationRate.s.at,158
TEA,mutationRate.s.back,196
TEA,mutationRate.s.bad,133
TEA,mutationRate.s.bark,105
TEA,mutationRate.s.belly,34
TEA,mutationRate.s.big,97
TEA,mutationRate.s.bird,70
TEA,mutationRate.s.bite,124
TEA,mutationRate.s.bitter,93
TEA,mutationRate.s.black,112
TEA,mutationRate.s.blood,235
TEA,mutationRate.s.blow,184
TEA,mutationRate.s.bone,121
TEA,mutationRate.s.bottom,115
TEA,mutationRate.s.brain,131
TEA,mutationRate.s.branch,119
TEA,mutationRate.s.break,78
TEA,mutationRate.s.breast,121
TEA,mutationRate.s.breathe,80
TEA,mutationRate.s.burn,107
TEA,mutationRate.s.carry,78
TEA,mutationRate.s.cheek,109
TEA,mutationRate.s.chew,93
TEA,mutationRate.s.child,100
TEA,mutationRate.s.chin,138
TEA,mutationRate.s.claw,134
TEA,mutationRate.s.cloud,165
TEA,mutationRate.s.cold,110
TEA,mutationRate.s.come,194
TEA,mutationRate.s.cough,80
TEA,mutationRate.s.count,131
TEA,mutationRate.s.cover,34
TEA,mutationRate.s.crush,47
TEA,mutationRate.s.cry,227
TEA,mutationRate.s.cut,63
TEA,mutationRate.s.day,142
TEA,mutationRate.s.deep,233
TEA,mutationRate.s.die,172
TEA,mutationRate.s.dig,133
TEA,mutationRate.s.dirty,46
TEA,mutationRate.s.do,93
TEA,mutationRate.s.dog,67
TEA,mutationRate.s.drink,98
TEA,mutationRate.s.dry,207
TEA,mutationRate.s.dust,70
TEA,mutationRate.s.ear,264
TEA,mutationRate.s.eat,69
TEA,mutationRate.s.edge,48
TEA,mutationRate.s.egg,80
TEA,mutationRate.s.eye,361
TEA,mutationRate.s.fall,84
TEA,mutationRate.s.far,83
TEA,mutationRate.s.fat,73
TEA,mutationRate.s.father,59
TEA,mutationRate.s.fear,30
TEA,mutationRate.s.feather,55
TEA,mutationRate.s.female,63
TEA,mutationRate.s.fight,60
TEA,mutationRate.s.find,128
TEA,mutationRate.s.fingernail,285
TEA,mutationRate.s.fire,218
TEA,mutationRate.s.firewood,71
TEA,mutationRate.s.fish,59
TEA,mutationRate.s.five,164
TEA,mutationRate.s.flow,110
TEA,mutationRate.s.flower,167
TEA,mutationRate.s.fly,70
TEA,mutationRate.s.fly_verb,186
TEA,mutationRate.s.foam,89
TEA,mutationRate.s.fog,149
TEA,mutationRate.s.forehead,93
TEA,mutationRate.s.four,191
TEA,mutationRate.s.freeze,19
TEA,mutationRate.s.fruit,51
TEA,mutationRate.s.full,73
TEA,mutationRate.s.give,231
TEA,mutationRate.s.go,173
TEA,mutationRate.s.good,64
TEA,mutationRate.s.grasp,156
TEA,mutationRate.s.grass,102
TEA,mutationRate.s.green,113
TEA,mutationRate.s.grow,40
TEA,mutationRate.s.guts,96
TEA,mutationRate.s.hair,232
TEA,mutationRate.s.hard,64
TEA,mutationRate.s.head,76
TEA,mutationRate.s.hear,209
TEA,mutationRate.s.heart,202
TEA,mutationRate.s.heavy,193
TEA,mutationRate.s.here,248
TEA,mutationRate.s.hide,61
TEA,mutationRate.s.hit,45
TEA,mutationRate.s.hole,143
TEA,mutationRate.s.horn,212
TEA,mutationRate.s.hot,178
TEA,mutationRate.s.house,273
TEA,mutationRate.s.how.,49
TEA,mutationRate.s.hunt,41
TEA,mutationRate.s.ice,189
TEA,mutationRate.s.in,96
TEA,mutationRate.s.jump,91
TEA,mutationRate.s.kill,244
TEA,mutationRate.s.knee,87
TEA,mutationRate.s.know,71
TEA,mutationRate.s.lake,121
TEA,mutationRate.s.laugh,61
TEA,mutationRate.s.leaf,187
TEA,mutationRate.s.left,132
TEA,mutationRate.s.leg,60
TEA,mutationRate.s.lick,106
TEA,mutationRate.s.lie,131
TEA,mutationRate.s.live,94
TEA,mutationRate.s.liver,93
TEA,mutationRate.s.long,226
TEA,mutationRate.s.look,48
TEA,mutationRate.s.look_for,70
TEA,mutationRate.s.louse,176
TEA,mutationRate.s.man,61
TEA,mutationRate.s.many,62
TEA,mutationRate.s.meat,119
TEA,mutationRate.s.month,121
TEA,mutationRate.s.moon,84
TEA,mutationRate.s.mother,130
TEA,mutationRate.s.mountain,246
TEA,mutationRate.s.mouth,165
TEA,mutationRate.s.name,320
TEA,mutationRate.s.narrow,102
TEA,mutationRate.s.nasal,71
TEA,mutationRate.s.navel,49
TEA,mutationRate.s.near,43
TEA,mutationRate.s.neck,192
TEA,mutationRate.s.new,124
TEA,mutationRate.s.night,89
TEA,mutationRate.s.nose,113
TEA,mutationRate.s.not,38
TEA,mutationRate.s.old,82
TEA,mutationRate.s.one,226
TEA,mutationRate.s.open,176
TEA,mutationRate.s.other,40
TEA,mutationRate.s.person,166
TEA,mutationRate.s.play,80
TEA,mutationRate.s.pull,202
TEA,mutationRate.s.pus,132
TEA,mutationRate.s.push,104
TEA,mutationRate.s.put,134
TEA,mutationRate.s.rain,66
TEA,mutationRate.s.raw,98
TEA,mutationRate.s.red,354
TEA,mutationRate.s.remain,122
TEA,mutationRate.s.right,116
TEA,mutationRate.s.ripe,153
TEA,mutationRate.s.rise,57
TEA,mutationRate.s.river,34
TEA,mutationRate.s.root,47
TEA,mutationRate.s.rope,48
TEA,mutationRate.s.round,69
TEA,mutationRate.s.run,61
TEA,mutationRate.s.salt,148
TEA,mutationRate.s.sand,89
TEA,mutationRate.s.say,155
TEA,mutationRate.s.scratch,97
TEA,mutationRate.s.sea,129
TEA,mutationRate.s.see,170
TEA,mutationRate.s.seed,142
TEA,mutationRate.s.sew,86
TEA,mutationRate.s.shade,73
TEA,mutationRate.s.sharp,78
TEA,mutationRate.s.short,39
TEA,mutationRate.s.shoulder,165
TEA,mutationRate.s.sing,67
TEA,mutationRate.s.sit,319
TEA,mutationRate.s.skin,125
TEA,mutationRate.s.sky,22
TEA,mutationRate.s.sleep,92
TEA,mutationRate.s.small,120
TEA,mutationRate.s.smell,54
TEA,mutationRate.s.smoke,188
TEA,mutationRate.s.smooth,51
TEA,mutationRate.s.snake,98
TEA,mutationRate.s.snow,172
TEA,mutationRate.s.soft,84
TEA,mutationRate.s.soil,92
TEA,mutationRate.s.sour,82
TEA,mutationRate.s.spin,126
TEA,mutationRate.s.spit,205
TEA,mutationRate.s.stand,242
TEA,mutationRate.s.star,104
TEA,mutationRate.s.stick,95
TEA,mutationRate.s.stone,241
TEA,mutationRate.s.straight,85
TEA,mutationRate.s.suck,41
TEA,mutationRate.s.sun,144
TEA,mutationRate.s.swallow,177
TEA,mutationRate.s.sweet,112
TEA,mutationRate.s.swell,60
TEA,mutationRate.s.swim,103
TEA,mutationRate.s.tail,318
TEA,mutationRate.s.take,152
TEA,mutationRate.s.tall,161
TEA,mutationRate.s.tear,116
TEA,mutationRate.s.that,165
TEA,mutationRate.s.there,153
TEA,mutationRate.s.they,99
TEA,mutationRate.s.thick,96
TEA,mutationRate.s.thigh,68
TEA,mutationRate.s.thin,131
TEA,mutationRate.s.think,88
TEA,mutationRate.s.this,336
TEA,mutationRate.s.three,110
TEA,mutationRate.s.throat,49
TEA,mutationRate.s.throw,63
TEA,mutationRate.s.tie,80
TEA,mutationRate.s.to,73
TEA,mutationRate.s.tomorrow,76
TEA,mutationRate.s.tongue,167
TEA,mutationRate.s.tooth,312
TEA,mutationRate.s.tree,42
TEA,mutationRate.s.true,84
TEA,mutationRate.s.turn,61
TEA,mutationRate.s.two,187
TEA,mutationRate.s.vomit,107
TEA,mutationRate.s.walk,88
TEA,mutationRate.s.warm,119
TEA,mutationRate.s.wash,209
TEA,mutationRate.s.water,205
TEA,mutationRate.s.weave,86
TEA,mutationRate.s.wet,66
TEA,mutationRate.s.what.,96
TEA,mutationRate.s.when.,243
TEA,mutationRate.s.where.,465
TEA,mutationRate.s.which.,255
TEA,mutationRate.s.white,140
TEA,mutationRate.s.who.,243
TEA,mutationRate.s.wide,61
TEA,mutationRate.s.wind,54
TEA,mutationRate.s.wing,123
TEA,mutationRate.s.with,51
TEA,mutationRate.s.woman,70
TEA,mutationRate.s.wood,118
TEA,mutationRate.s.woods,33
TEA,mutationRate.s.worm,67
TEA,mutationRate.s.year,146
TEA,mutationRate.s.yellow,201
TEA,mutationRate.s.yesterday,63
TEA,gammaShape.s.1PL,187
TEA,gammaShape.s.1SG,642
TEA,gammaShape.s.2PL,872
TEA,gammaShape.s.2SG,1090
TEA,gammaShape.s.3SG,996
TEA,gammaShape.s.above,946
TEA,gammaShape.s.ant,793
TEA,gammaShape.s.arm,1285
TEA,gammaShape.s.ash,703
TEA,gammaShape.s.ask,639
TEA,gammaShape.s.at,621
TEA,gammaShape.s.back,1185
TEA,gammaShape.s.bad,1153
TEA,gammaShape.s.bark,339
TEA,gammaShape.s.belly,156
TEA,gammaShape.s.big,505
TEA,gammaShape.s.bird,952
TEA,gammaShape.s.bite,608
TEA,gammaShape.s.bitter,1173
TEA,gammaShape.s.black,925
TEA,gammaShape.s.blood,1464
TEA,gammaShape.s.blow,506
TEA,gammaShape.s.bone,1335
TEA,gammaShape.s.bottom,348
TEA,gammaShape.s.brain,481
TEA,gammaShape.s.branch,557
TEA,gammaShape.s.break,687
TEA,gammaShape.s.breast,553
TEA,gammaShape.s.breathe,628
TEA,gammaShape.s.burn,521
TEA,gammaShape.s.carry,503
TEA,gammaShape.s.cheek,509
TEA,gammaShape.s.chew,575
TEA,gammaShape.s.child,808
TEA,gammaShape.s.chin,576
TEA,gammaShape.s.claw,795
TEA,gammaShape.s.cloud,1130
TEA,gammaShape.s.cold,1107
TEA,gammaShape.s.come,1142
TEA,gammaShape.s.cough,822
TEA,gammaShape.s.count,271
TEA,gammaShape.s.cover,1041
TEA,gammaShape.s.crush,234
TEA,gammaShape.s.cry,1135
TEA,gammaShape.s.cut,544
TEA,gammaShape.s.day,857
TEA,gammaShape.s.deep,841
TEA,gammaShape.s.die,716
TEA,gammaShape.s.dig,1094
TEA,gammaShape.s.dirty,1492
TEA,gammaShape.s.do,667
TEA,gammaShape.s.dog,1474
TEA,gammaShape.s.drink,1162
TEA,gammaShape.s.dry,607
TEA,gammaShape.s.dust,507
TEA,gammaShape.s.ear,1086
TEA,gammaShape.s.eat,1345
TEA,gammaShape.s.edge,125
TEA,gammaShape.s.egg,1343
TEA,gammaShape.s.eye,1080
TEA,gammaShape.s.fall,561
TEA,gammaShape.s.far,662
TEA,gammaShape.s.fat,1032
TEA,gammaShape.s.father,129
TEA,gammaShape.s.fear,1263
TEA,gammaShape.s.feather,574
TEA,gammaShape.s.female,248
TEA,gammaShape.s.fight,1259
TEA,gammaShape.s.find,1191
TEA,gammaShape.s.fingernail,1058
TEA,gammaShape.s.fire,1301
TEA,gammaShape.s.firewood,864
TEA,gammaShape.s.fish,839
TEA,gammaShape.s.five,1250
TEA,gammaShape.s.flow,1472
TEA,gammaShape.s.flower,904
TEA,gammaShape.s.fly,192
TEA,gammaShape.s.fly_verb,1304
TEA,gammaShape.s.foam,305
TEA,gammaShape.s.fog,707
TEA,gammaShape.s.forehead,340
TEA,gammaShape.s.four,1284
TEA,gammaShape.s.freeze,137
TEA,gammaShape.s.fruit,292
TEA,gammaShape.s.full,876
TEA,gammaShape.s.give,1357
TEA,gammaShape.s.go,959
TEA,gammaShape.s.good,1438
TEA,gammaShape.s.grasp,953
TEA,gammaShape.s.grass,905
TEA,gammaShape.s.green,1116
TEA,gammaShape.s.grow,472
TEA,gammaShape.s.guts,161
TEA,gammaShape.s.hair,1100
TEA,gammaShape.s.hard,165
TEA,gammaShape.s.head,343
TEA,gammaShape.s.hear,971
TEA,gammaShape.s.heart,999
TEA,gammaShape.s.heavy,1430
TEA,gammaShape.s.here,1081
TEA,gammaShape.s.hide,815
TEA,gammaShape.s.hit,466
TEA,gammaShape.s.hole,1111
TEA,gammaShape.s.horn,1109
TEA,gammaShape.s.hot,693
TEA,gammaShape.s.house,966
TEA,gammaShape.s.how.,119
TEA,gammaShape.s.hunt,163
TEA,gammaShape.s.ice,904
TEA,gammaShape.s.in,1453
TEA,gammaShape.s.jump,441
TEA,gammaShape.s.kill,1144
TEA,gammaShape.s.knee,595
TEA,gammaShape.s.know,806
TEA,gammaShape.s.lake,652
TEA,gammaShape.s.laugh,1175
TEA,gammaShape.s.leaf,807
TEA,gammaShape.s.left,609
TEA,gammaShape.s.leg,699
TEA,gammaShape.s.lick,767
TEA,gammaShape.s.lie,1071
TEA,gammaShape.s.live,521
TEA,gammaShape.s.liver,288
TEA,gammaShape.s.long,1254
TEA,gammaShape.s.look,415
TEA,gammaShape.s.look_for,1342
TEA,gammaShape.s.louse,1369
TEA,gammaShape.s.man,390
TEA,gammaShape.s.many,777
TEA,gammaShape.s.meat,1355
TEA,gammaShape.s.month,1321
TEA,gammaShape.s.moon,1252
TEA,gammaShape.s.mother,358
TEA,gammaShape.s.mountain,1118
TEA,gammaShape.s.mouth,966
TEA,gammaShape.s.name,1454
TEA,gammaShape.s.narrow,1306
TEA,gammaShape.s.nasal,418
TEA,gammaShape.s.navel,314
TEA,gammaShape.s.near,179
TEA,gammaShape.s.neck,1057
TEA,gammaShape.s.new,1211
TEA,gammaShape.s.night,1221
TEA,gammaShape.s.nose,973
TEA,gammaShape.s.not,912
TEA,gammaShape.s.old,370
TEA,gammaShape.s.one,1248
TEA,gammaShape.s.open,979
TEA,gammaShape.s.other,572
TEA,gammaShape.s.person,868
TEA,gammaShape.s.play,1336
TEA,gammaShape.s.pull,761
TEA,gammaShape.s.pus,972
TEA,gammaShape.s.push,756
TEA,gammaShape.s.put,1317
TEA,gammaShape.s.rain,867
TEA,gammaShape.s.raw,598
TEA,gammaShape.s.red,1141
TEA,gammaShape.s.remain,452
TEA,gammaShape.s.right,601
TEA,gammaShape.s.ripe,752
TEA,gammaShape.s.rise,120
TEA,gammaShape.s.river,692
TEA,gammaShape.s.root,228
TEA,gammaShape.s.rope,690
TEA,gammaShape.s.round,244
TEA,gammaShape.s.run,1186
TEA,gammaShape.s.salt,635
TEA,gammaShape.s.sand,611
TEA,gammaShape.s.say,1135
TEA,gammaShape.s.scratch,421
TEA,gammaShape.s.sea,665
TEA,gammaShape.s.see,1117
TEA,gammaShape.s.seed,739
TEA,gammaShape.s.sew,601
TEA,gammaShape.s.shade,420
TEA,gammaShape.s.sharp,692
TEA,gammaShape.s.short,701
TEA,gammaShape.s.shoulder,647
TEA,gammaShape.s.sing,283
TEA,gammaShape.s.sit,881
TEA,gammaShape.s.skin,1200
TEA,gammaShape.s.sky,203
TEA,gammaShape.s.sleep,732
TEA,gammaShape.s.small,972
TEA,gammaShape.s.smell,118
TEA,gammaShape.s.smoke,1202
TEA,gammaShape.s.smooth,211
TEA,gammaShape.s.snake,631
TEA,gammaShape.s.snow,1217
TEA,gammaShape.s.soft,628
TEA,gammaShape.s.soil,539
TEA,gammaShape.s.sour,756
TEA,gammaShape.s.spin,1064
TEA,gammaShape.s.spit,845
TEA,gammaShape.s.stand,1146
TEA,gammaShape.s.star,1336
TEA,gammaShape.s.stick,881
TEA,gammaShape.s.stone,1025
TEA,gammaShape.s.straight,356
TEA,gammaShape.s.suck,348
TEA,gammaShape.s.sun,1231
TEA,gammaShape.s.swallow,872
TEA,gammaShape.s.sweet,940
TEA,gammaShape.s.swell,152
TEA,gammaShape.s.swim,965
TEA,gammaShape.s.tail,1249
TEA,gammaShape.s.take,1296
TEA,gammaShape.s.tall,942
TEA,gammaShape.s.tear,1087
TEA,gammaShape.s.that,362
TEA,gammaShape.s.there,543
TEA,gammaShape.s.they,455
TEA,gammaShape.s.thick,1449
TEA,gammaShape.s.thigh,1077
TEA,gammaShape.s.thin,299
TEA,gammaShape.s.think,387
TEA,gammaShape.s.this,1416
TEA,gammaShape.s.three,1148
TEA,gammaShape.s.throat,152
TEA,gammaShape.s.throw,319
TEA,gammaShape.s.tie,521
TEA,gammaShape.s.to,648
TEA,gammaShape.s.tomorrow,349
TEA,gammaShape.s.tongue,1267
TEA,gammaShape.s.tooth,909
TEA,gammaShape.s.tree,1391
TEA,gammaShape.s.true,724
TEA,gammaShape.s.turn,421
TEA,gammaShape.s.two,1479
TEA,gammaShape.s.vomit,1252
TEA,gammaShape.s.walk,823
TEA,gammaShape.s.warm,312
TEA,gammaShape.s.wash,1379
TEA,gammaShape.s.water,1131
TEA,gammaShape.s.weave,232
TEA,gammaShape.s.wet,578
TEA,gammaShape.s.what.,1101
TEA,gammaShape.s.when.,1030
TEA,gammaShape.s.where.,1055
